6.491141778494124992e+01,4.385835904879440932e+02,1.987751892665308162e+01,7.768452686339657909e+00,7.924496099999999821e+00
1.966044151215344300e+02,5.672875509888068990e+01,3.687908325121866682e+01,4.052309610992121947e+01,1.822364599999999868e+01
5.632836978883924530e+02,3.678769936906280122e+02,1.863693024188721381e+01,2.790234417212970186e+01,6.032284899999999617e+00
3.171502563591942589e+02,1.417848291817619213e+02,1.454903372028317676e+01,2.548330408539877823e+01,8.851766700000000654e+00
9.563704182346664595e+01,3.099022633537427964e+02,2.548027073786196084e+01,3.472804178768605254e+01,7.949360099999999818e+00
5.632836978883924530e+02,3.278961788751153108e+02,1.863693024188721381e+01,2.534147912983602779e+01,6.115274000000000321e+00
6.491141778494124992e+01,4.358870794828374073e+02,2.011589256491296496e+01,1.018236679619637997e+01,7.967442499999999761e+00
2.844606002254253667e+02,4.385835904879440932e+02,1.987751892665308162e+01,7.768452686339657909e+00,6.252192700000000158e+00
8.605978888481016043e+01,3.498828380823550788e+02,2.548027073786196084e+01,3.472804178768605254e+01,8.036985100000000770e+00
5.632836978883924530e+02,3.705660904573709900e+02,1.839857021720560226e+01,1.394947930150189386e+01,5.882602300000000284e+00
5.632836978883924530e+02,2.548393164221213567e+02,1.868206072370671222e+01,1.394947930150189386e+01,6.442084099999999758e+00
5.632836978883924530e+02,3.010720891600593063e+02,1.863693024188721381e+01,2.790234417212970186e+01,6.231025899999999673e+00
5.091922095310242184e+02,3.278961788751153108e+02,2.503611778212790639e+01,2.534147912983602779e+01,6.321811099999999684e+00
5.681976311513981273e+02,3.124813946166014489e+02,1.839857021720560226e+01,2.386611768257433397e+01,6.139249799999999979e+00
4.289751733828803140e+02,3.705660904573709900e+02,2.277457941967157140e+01,8.467473138484384876e+00,6.208002600000000371e+00
5.632836978883924530e+02,3.278961788751153108e+02,1.866443596364259250e+01,2.378149168350579856e+01,6.089050900000000155e+00
5.632836978883924530e+02,3.705660904573709900e+02,2.219313749930779522e+01,9.323111488761449905e+00,5.943586599999999720e+00
5.632836978883924530e+02,3.678769936906280122e+02,1.863693024188721381e+01,4.530839262124974454e+00,5.873635900000000021e+00
5.632836978883924530e+02,3.709518346264155184e+02,1.656598269080576813e+01,2.607142247088828313e+01,5.969051399999999674e+00
5.632836978883924530e+02,3.674912495199352520e+02,1.860642471280723953e+01,2.895846827904414766e+01,6.048979100000000386e+00
5.632836978883924530e+02,3.791565528458986591e+02,1.839857021720560226e+01,1.565096014615496678e+01,5.858268400000000042e+00
5.632836978883924530e+02,3.670275610926908030e+02,2.610610067092219566e+01,7.380019331775996783e+00,6.020161299999999827e+00
5.681852073484936909e+02,3.709536490549425025e+02,1.839857021720560226e+01,1.540948145257770463e+01,5.937439999999999607e+00
