a,c,n,t,Y
5.708059428012188619e+02,5.665210151611000811e+02,4.469705853903701609e+01,1.225596427229660002e+01,5.647301099999999963e+00
5.730000000000000000e+02,5.687150723598812192e+02,4.453318124222957408e+01,1.207969625304761507e+01,5.642989599999999939e+00
5.508223082859329907e+02,5.730000000000000000e+02,4.609324886816821731e+01,1.173545011936953131e+01,5.651243400000000250e+00
5.730000000000000000e+02,5.624240839092855140e+02,4.645200028653651003e+01,1.032540163200612682e+01,5.615118200000000392e+00
5.660870889923573941e+02,5.718879768040332010e+02,4.490943592894863912e+01,9.564166866063333217e+00,5.582421499999999703e+00
5.665316285215336620e+02,5.730000000000000000e+02,4.477872145291605932e+01,9.325219263526673075e+00,5.587698900000000357e+00
5.681473159596868072e+02,5.730000000000000000e+02,4.528636580951276613e+01,1.084069077307509232e+01,5.598171699999999973e+00
5.730000000000000000e+02,5.683961852294659138e+02,4.517322411578655306e+01,1.054454000206441577e+01,5.603343200000000301e+00
5.671172024760221575e+02,5.691390506115111521e+02,4.637733182816265298e+01,8.557703383556869881e+00,5.576957099999999556e+00
5.656465030950276969e+02,5.692450451744186921e+02,4.683836947464592271e+01,7.677205166184183582e+00,5.579422499999999729e+00
5.672968001825568081e+02,5.730000000000000000e+02,4.513945217959255274e+01,9.745494798173764295e+00,5.585726799999999770e+00
5.650023720684533828e+02,5.730000000000000000e+02,4.552245492436697560e+01,9.356072778430403858e+00,5.584620700000000326e+00
5.646044159000078935e+02,5.705135137077722902e+02,4.568797162102264764e+01,7.771028140037092413e+00,5.564845000000000041e+00
5.637186908850881082e+02,5.698918921347153628e+02,4.578837307390011802e+01,7.003612481777592436e+00,5.559928300000000156e+00
5.636658770284036564e+02,5.689594597751299716e+02,4.615934569809664367e+01,7.495282956740334512e+00,5.574171699999999952e+00
5.652920576224822753e+02,5.669391896626948437e+02,4.609478834018704418e+01,6.954310065638660276e+00,5.560869799999999863e+00
5.638098250136406477e+02,5.655768192879924072e+02,4.730048354122459386e+01,5.441287577793394448e+00,5.560295199999999660e+00
5.611260227987850158e+02,5.665446298187549701e+02,4.629416349854155044e+01,4.889543157418120956e+00,5.544751999999999903e+00
5.596282278794757303e+02,5.658960246205658677e+02,4.627337141613627125e+01,3.972503100883433724e+00,5.531468799999999852e+00
5.625585236719396107e+02,5.651925030778543260e+02,4.656916248762738064e+01,4.190573656306204597e+00,5.532056500000000376e+00
5.595655761025897164e+02,5.663394298978691950e+02,4.687090691925713060e+01,3.349678342741652770e+00,5.533120300000000213e+00
5.589256842559059351e+02,5.680831055775100822e+02,4.545042340723585994e+01,3.816896213061047760e+00,5.528814399999999907e+00
5.577046490664722569e+02,5.687096771498895578e+02,4.498790837373867646e+01,3.410798371877961088e+00,5.519220100000000073e+00
