1.758963965128427560e+02,3.087203434057805680e+02,1.766083147789979435e+01,4.327117551373277138e+00,7.087240300000000381e+00
4.530728139799512064e+02,3.795157727598066231e+02,3.550083584174543461e+01,2.920454179389866312e+01,6.469344600000000334e+00
3.199242181433182708e+01,2.114490593242380498e+02,4.782732747273630025e+01,3.942189335453881949e+00,1.032177300000000031e+01
4.964557042965167852e+02,5.039145662213410333e+02,1.204774662481814751e+01,3.296851215781708788e+01,6.062960099999999741e+00
3.206360205414347888e+02,3.463999615735856992e+02,2.934114497240008390e+01,1.486641988199256836e+01,6.631051300000000204e+00
1.776195794038974327e+02,3.261295136987412775e+02,2.584189744188105919e+01,3.964633477426608010e+01,7.533036700000000252e+00
2.456067089497287270e+02,9.101790739650959949e+01,1.603626777682708138e+01,3.706826160575364959e+00,1.452625399999999978e+01
4.142549400551525309e+02,1.745746705858300061e+02,1.795095488801372241e+01,4.173683219321553395e+01,7.382142599999999888e+00
3.297790004049672348e+02,5.635727880662667388e+01,3.179994295722881503e+01,8.788978483796496377e+00,1.739549299999999832e+01
3.910172231507667107e+02,7.669988512692005145e+01,2.779984264480275158e+01,4.451113927370275292e+01,1.351403099999999924e+01
4.588617319873596330e+02,4.827202401242165308e+01,4.843151025867112480e+01,3.330106422642506203e+01,1.817689899999999881e+01
4.146709348553567338e+02,4.286337187704963299e+02,4.550945407542548082e+01,7.563337711213854675e+00,6.232224999999999682e+00
4.474366888809416878e+02,4.817892213659680465e+02,4.317219055633712799e+01,2.428692829470633807e+00,5.917277000000000342e+00
2.297808385887170743e+02,2.561728715906070306e+02,3.082540254045327188e+01,2.515076103411852415e+01,7.368576199999999687e+00
8.343168588345251635e+01,5.642079279498877895e+02,1.262809287672341441e+01,2.938491980945942927e+01,7.929683400000000049e+00
3.369762265238278474e+02,5.472922183085483994e+02,1.789775110054701202e+01,5.082944630889847382e+00,5.709896399999999872e+00
5.076155545838125249e+02,1.883695663138130882e+01,4.182378589414097547e+01,3.864133153198729786e+01,1.808477900000000105e+01
5.009606514916349624e+02,5.257699786373195820e+02,2.095252771671137282e+01,1.258267519274737367e+01,5.601259699999999953e+00
1.848226719723532483e+02,4.129071547711008634e+02,1.330941957013613397e+01,3.409883570721689949e+01,7.077809300000000192e+00
4.933493885780477513e+02,4.001009457575929105e+02,4.140334765055717980e+01,1.831078133725035784e+01,6.218609400000000065e+00
1.339681348716241871e+02,1.481446558288392623e+02,3.909650062296923778e+01,4.142260872208238354e+00,1.063114799999999960e+01
2.654541910734624821e+02,2.845623364907927453e+02,3.563499317777979059e+01,6.202273765803597350e+00,7.171932199999999646e+00
3.329423949819841368e+02,5.506746820355369891e+02,3.062722320790159714e+01,2.892142724884749327e+01,6.582471400000000195e+00
5.662477504647130218e+02,4.789063364438823100e+02,2.992574728415984708e+01,4.927415555337467445e+00,5.659833899999999751e+00
5.003994576585738514e+02,4.114676482599199403e+02,3.928448174138536331e+01,4.135737936398074766e+01,6.914354399999999679e+00
4.294232959150619422e+02,2.425542596179678867e+02,3.058821335502463512e+01,4.248053326073546287e+01,7.019086699999999901e+00
4.935393380048027439e+02,1.848135346500168055e+02,1.477545575914213316e+01,2.652701458519453581e+01,7.186718499999999565e+00
2.627588884512269942e+02,5.151727357866085413e+02,2.972409354346106625e+01,2.571939838158796476e+01,6.607816099999999970e+00
2.155646146067986422e+02,4.508324461748752583e+02,4.791692076834262082e+01,7.370735640613966133e+00,6.972678600000000060e+00
3.822064351951778463e+02,1.021812896799644363e+02,2.235755057629791764e+01,4.836487755935644373e+01,1.070883199999999924e+01
2.818471818366462571e+02,3.144408116443869972e+02,3.844692540275275405e+01,3.468415545924863608e+01,7.201201199999999858e+00
3.081363007911645369e+01,5.100400286331475286e+02,1.754336832132526425e+01,3.931936014337419039e+01,1.096829299999999918e+01
3.725304066703139370e+02,2.832796291753680862e+02,4.716179780396782917e+01,1.422418922206297509e+01,6.963779100000000000e+00
4.683827691037191698e+02,4.013086873265189070e+02,1.942124767577649180e+01,4.771183190021075404e+01,7.293783399999999695e+00
3.396003039078657366e+02,3.382664218642239007e+02,1.628838169735778507e+01,2.183678274024271460e+01,6.461533499999999819e+00
1.423173377628583012e+02,3.480856248869115461e+02,2.442433690016815007e+01,9.274798969294236528e+00,7.248902400000000412e+00
2.054997507967015054e+02,1.307730820830913672e+02,4.178113171986103680e+01,3.979375658672622507e+01,9.507356899999999555e+00
1.026362209146732880e+02,4.324549593124037301e+02,1.223586475384053429e+01,1.239105085448428767e+01,7.236845999999999890e+00
3.760042909316111945e+02,4.143701130896986342e+02,2.920197854002218207e+01,1.754311871521144539e+01,6.330976099999999995e+00
2.294046408881347361e+02,4.935028201347369077e+02,3.045542444515198710e+01,4.385981070147531113e+01,7.770569700000000246e+00
5.428449059890127728e+02,5.368180795209154894e+02,2.972151727748411787e+01,3.042539550233332690e+01,6.161814599999999587e+00
1.266367663789222178e+02,5.483339971613992248e+02,4.947241836725388708e+01,4.163956332431919805e+01,8.642648499999999956e+00
3.128317658064843840e+02,5.703168027732461809e+01,2.255549956007718748e+01,6.199559012249446610e+00,1.721871000000000151e+01
1.253635675819488853e+02,1.932668571238136792e+02,3.006435949020474752e+01,4.403761893673478767e+01,8.371838600000000241e+00
1.569480351123156368e+02,3.084670029472592887e+02,4.375450568467521606e+01,7.691659833826213877e+00,7.819953400000000165e+00
2.353261177928756354e+02,3.300572163309138887e+02,1.744164850240223075e+01,1.672080731358535299e+00,6.756894700000000142e+00
3.437402383859155748e+02,1.884767566656600835e+01,3.343974894288486155e+01,2.102448216447050910e+01,1.815477800000000030e+01
1.387152792777108914e+02,1.169045444212162295e+02,4.653211679858903693e+01,2.992079822237812081e+01,1.185273300000000063e+01
1.063824175192542754e+02,4.122491309679820120e+02,1.953784235457213114e+01,4.616845201922034647e+01,8.302972600000000369e+00
4.160771869800033187e+02,3.911076372263575536e+02,4.947242225372196600e+01,2.744751462837703571e+01,6.585776499999999700e+00
