2.213030821775641925e+02,2.863022436086176725e+01,2.400735468621959612e+01,1.213148038248239580e+01,1.811350900000000053e+01
2.499547741079168190e+02,3.617608652877040640e+02,2.295046861670119043e+01,3.147781083213233799e+01,6.951625400000000177e+00
7.447101590347354261e+01,1.551130274148910928e+02,1.711762742554201822e+01,1.543190990679413588e+01,1.015269100000000080e+01
3.041700560975389749e+02,7.661502756087146793e+01,1.892371273353433025e+01,4.528210138049094979e+01,1.412772299999999959e+01
1.258435537550754333e+02,4.312271361386962667e+02,2.613580553594336564e+01,3.462546451535323655e+01,7.559672499999999573e+00
3.972557422486619316e+02,2.906194807916848504e+02,1.469915864965448549e+01,4.106295335045624739e+01,6.715717299999999668e+00
5.361180432159553675e+02,2.152741609047660916e+02,3.803791053535390887e+01,3.704900161076333376e+01,6.996849700000000283e+00
4.167432299517124079e+02,3.476286250677899829e+02,2.051649142846624585e+01,2.002108990871828809e+01,6.309768199999999716e+00
4.985998965949202244e+01,4.752189599204070305e+02,4.240144017190498715e+01,1.591671332852615706e+01,9.344799699999999376e+00
3.303565186095220270e+02,1.237743588041654164e+02,4.917589701366186006e+01,2.772210354744077776e+01,1.068780199999999958e+01
4.367787515719629141e+02,2.630743206883389007e+02,2.920406031944464686e+01,6.882748918889910250e+00,6.830703299999999700e+00
4.938969504017821919e+02,5.340985498135528360e+02,3.500097016998622479e+01,4.895382706977031972e+01,8.329641000000000517e+00
1.813411932535743887e+01,5.857995906865509994e+01,4.533032778072817592e+01,4.415982485121019607e+01,2.117887699999999995e+01
3.551715094546977411e+02,1.097494889112010696e+02,4.674847601827008248e+01,3.340526377176878725e+00,1.145472799999999935e+01
9.676517179212115138e+01,4.023877968973466750e+02,1.379950695198186850e+01,3.872882836845277410e+01,7.974254499999999801e+00
5.652842809651891685e+02,2.051089672629626932e+02,1.099789340449283692e+01,3.534479254741020426e+00,6.885354900000000278e+00
2.911329061824983455e+02,4.328084517396112574e+02,4.146813489332731706e+01,2.925224578923578278e+01,6.879941600000000435e+00
4.748333685738881513e+02,3.004411366831577652e+02,3.618158161986967514e+01,2.207513215830777753e+01,6.573408599999999602e+00
1.921430147663915875e+02,4.957129405619853060e+02,3.369188600393437127e+01,2.392984475450887061e+01,6.917684200000000061e+00
1.524645347126166541e+02,5.539545553429252323e+02,3.039625860604683538e+01,1.025740506767405513e+01,6.755515499999999562e+00
4.448932299517123852e+02,3.476286250677899829e+02,2.051649142846624585e+01,2.002108990871828809e+01,6.253898699999999700e+00
4.167432299517124079e+02,3.757786250677899602e+02,2.051649142846624585e+01,2.002108990871828809e+01,6.233497999999999983e+00
4.167432299517124079e+02,3.476286250677899829e+02,2.251649142846624585e+01,2.002108990871828809e+01,6.340279800000000243e+00
4.167432299517124079e+02,3.476286250677899829e+02,2.051649142846624585e+01,2.247108990871828738e+01,6.326598599999999628e+00
4.308182299517124534e+02,3.617036250677899147e+02,1.851649142846624585e+01,2.124608990871828951e+01,6.209862399999999560e+00
4.343369799517124648e+02,3.652223750677899261e+02,1.751649142846624585e+01,2.155233990871828809e+01,6.185000200000000170e+00
