a,c,n,t,Y
3.699229026463830792e+02,5.349811755104915392e+02,2.154058070495507593e+01,1.353832133243911429e+01,5.864147400000000232e+00
3.699229026463830792e+02,5.631311755104915164e+02,2.354058070495507593e+01,1.353832133243911429e+01,5.820243999999999751e+00
3.699229026463830792e+02,5.631311755104915164e+02,2.154058070495507593e+01,1.598832133243911358e+01,5.851945399999999964e+00
3.794276087687602512e+02,5.730000000000000000e+02,2.221587066036375191e+01,1.436555152781474476e+01,5.785369199999999879e+00
3.887502557075717391e+02,5.680655877552459287e+02,2.287822568265941214e+01,1.150193643012693201e+01,5.730772700000000164e+00
3.934570939728689041e+02,5.692991908164344750e+02,2.321263692708549797e+01,1.038034020454888662e+01,5.690169599999999939e+00
4.005173513708146515e+02,5.711495954082173512e+02,2.071425379372462316e+01,1.237294586618181214e+01,5.679343600000000158e+00
4.075776087687594895e+02,5.730000000000000000e+02,2.006202450651768032e+01,1.210401306627631612e+01,5.638922499999999616e+00
4.075776087687596601e+02,5.730000000000000000e+02,2.187154831604143723e+01,1.210401306627631257e+01,5.673257200000000111e+00
4.239149983096252754e+02,5.662151831634630526e+02,2.112752456693609204e+01,9.697792306955570041e+00,5.595884700000000045e+00
4.350368456948415314e+02,5.645189789543287588e+02,2.085543804357917708e+01,8.530852501740776361e+00,5.554401600000000272e+00
4.166428630060475484e+02,5.730000000000000000e+02,2.148248352019701812e+01,9.548602375272448484e+00,5.598743200000000364e+00
4.399603691463351538e+02,5.724602986607299044e+02,1.892311026608215485e+01,1.076340030023403926e+01,5.537793500000000257e+00
4.478999527125388340e+02,5.730000000000000000e+02,1.819075205566675635e+01,1.082880080437542425e+01,5.514536099999999941e+00
4.460010263223340417e+02,5.687594894771643794e+02,1.842380074693888403e+01,8.402121307556168261e+00,5.490134499999999917e+00
4.556068807107276371e+02,5.676993618464555311e+02,1.756186385466324396e+01,7.476648367876132184e+00,5.444741900000000356e+00
4.700156622933182575e+02,5.661091704003920313e+02,1.898324423053541921e+01,6.088438958356071851e+00,5.437287999999999677e+00
4.856251756744579779e+02,5.643864630004900391e+02,1.871354916153985215e+01,4.584545431376010782e+00,5.371632100000000243e+00
4.954415643902354418e+02,5.618024019006370509e+02,1.617831803752749309e+01,6.161821177411724193e+00,5.327120700000000042e+00
5.151412397362823867e+02,5.590030023757963136e+02,1.485227666686011183e+01,5.315125877946543120e+00,5.270703400000000372e+00
5.170997787221618864e+02,5.675254346570422967e+02,1.380378282578580951e+01,5.571707739046280139e+00,5.220538699999999643e+00
5.376155119789920036e+02,5.682770485827206812e+02,1.204086902133746761e+01,4.831921548372656083e+00,5.112711000000000006e+00
5.421456873536045578e+02,5.578033882727420405e+02,1.372294028916386566e+01,1.000000000000000000e+00,5.138080200000000097e+00
5.730000000000000000e+02,5.579988342953636220e+02,1.259605013083787561e+01,1.029352957286325587e+00,5.066874900000000181e+00
5.730000000000000000e+02,5.587797953290354371e+02,1.032421167021648856e+01,2.195989908473916952e+00,4.999630599999999703e+00
5.730000000000000000e+02,5.614011333937683048e+02,1.109591235982554203e+01,1.041031723407209286e+00,5.007901799999999959e+00
5.730000000000000000e+02,5.631459476803252073e+02,1.062648912047433214e+01,2.786885000640381360e+00,4.994680400000000020e+00
5.730000000000000000e+02,5.603314276746232281e+02,1.116066582033855958e+01,1.763314897451958352e+00,5.011091600000000312e+00
5.730000000000000000e+02,5.622175855406742357e+02,1.000000000000000000e+01,2.356803715149349721e+00,4.975942400000000099e+00
