5.000000000000000000e+01,7.745491212190449914e+02,5.054508787809549517e+02,1.900000000000000000e+02,1.000000000000000000e+01,1.000000000000000000e+00,6.648015022277832031e+00,2.497076988220214844e-02
5.000000000000000000e+01,8.433892311633961754e+02,4.366107688366038246e+02,1.900000000000000000e+02,4.713557051643500984e+01,2.063565343402709473e+01,7.273629665374755859e+00,1.927614212036132812e-03
5.000000000000000000e+01,7.710579000252646438e+02,5.089420999747354131e+02,1.900000000000000000e+02,3.365047916508852666e+01,1.321770930298235847e+01,6.847334384918212891e+00,1.956224441528320312e-03
5.000000000000000000e+01,8.498552415025091022e+02,4.301447584974908978e+02,1.900000000000000000e+02,1.015843237320356529e+01,1.943136483514506851e+00,6.906970500946044922e+00,1.976966857910156250e-03
5.000000000000000000e+01,9.326039057090476945e+02,3.473960942909523624e+02,1.900000000000000000e+02,2.004116227612096068e+01,2.605926342563492071e+01,7.374826431274414062e+00,1.963853836059570312e-03
5.000000000000000000e+01,8.721995513108463456e+02,4.078004486891536544e+02,1.900000000000000000e+02,1.028043837893843815e+01,1.795206050319698488e+00,6.988830089569091797e+00,1.922845840454101562e-03
5.000000000000000000e+01,1.061751768277731117e+03,2.182482317222689971e+02,1.900000000000000000e+02,2.586463220441697075e+01,6.509396503943375656e+00,8.152586936950683594e+00,2.827167510986328125e-03
5.000000000000000000e+01,7.819155561439738449e+02,4.980844438560262120e+02,1.900000000000000000e+02,1.660462008632683251e+01,2.130825735667674969e+00,6.670234203338623047e+00,1.971244812011718750e-03
5.000000000000000000e+01,7.708815663552234128e+02,5.091184336447765872e+02,1.900000000000000000e+02,3.101330521762518799e+01,1.387234983611627825e+01,6.832638740539550781e+00,1.940965652465820312e-03
5.000000000000000000e+01,1.059039455289950411e+03,2.209605447100495610e+02,1.900000000000000000e+02,2.128466358130804892e+01,6.910512899535481424e+00,8.065540313720703125e+00,2.007961273193359375e-03
5.000000000000000000e+01,1.123467067676553143e+03,1.565329323234469143e+02,1.900000000000000000e+02,4.966276376843995877e+01,1.441139160079989523e+01,9.156780242919921875e+00,1.993894577026367188e-03
5.000000000000000000e+01,1.058981198681307433e+03,2.210188013186926526e+02,1.900000000000000000e+02,2.284446937955544144e+01,2.686073416206376407e+00,8.103233337402343750e+00,2.048730850219726562e-03
5.000000000000000000e+01,7.723093859251455342e+02,5.076906140748544658e+02,1.900000000000000000e+02,3.324533211767153773e+01,1.207586768705431268e+01,6.823144435882568359e+00,2.078294754028320312e-03
5.000000000000000000e+01,6.886938416371991707e+02,5.913061583628008293e+02,1.900000000000000000e+02,1.051172931182553505e+01,4.511766825654426327e+00,6.480427742004394531e+00,2.044200897216796875e-03
