3.396241590742358767e+02,7.241872045092193275e+02,4.361886364165448526e+02,1.500000000000000000e+02,2.919128448912154283e+01,1.037170455747176057e+01,5.120939731597900391e+00
5.651475017855598253e+02,5.484891133203170739e+02,3.863633848941231008e+02,1.500000000000000000e+02,1.356007065962963942e+01,2.365473794308700661e+01,4.800667762756347656e+00
4.991742710326387851e+02,5.341460318463982730e+02,4.666796971209629419e+02,1.500000000000000000e+02,1.521408094593772553e+01,4.120017813119476457e+00,4.603806495666503906e+00
5.603539567792661273e+02,5.532826583266107718e+02,3.863633848941231008e+02,1.500000000000000000e+02,1.185471683521374153e+01,2.208171882399858177e+00,4.602257728576660156e+00
5.651475017855598253e+02,3.667764150514108223e+02,5.680760831630293524e+02,1.500000000000000000e+02,1.306857883658176078e+01,1.112664262570679163e+01,4.285237312316894531e+00
5.651475017855598253e+02,3.667764150514108223e+02,5.680760831630293524e+02,1.500000000000000000e+02,1.130134185138823355e+01,1.112664262570679163e+01,4.215066432952880859e+00
5.657102274669048256e+02,3.670034753461212631e+02,5.672862971869739113e+02,1.500000000000000000e+02,1.209911263234841883e+01,9.091309015669422067e+00,4.179722309112548828e+00
5.639502427589377476e+02,3.778329327269600526e+02,5.582168245141021998e+02,1.500000000000000000e+02,1.033226604938804094e+01,1.715748150627031787e+00,3.947243690490722656e+00
5.591449319599429373e+02,3.698766523540081153e+02,5.709784156860489475e+02,1.500000000000000000e+02,1.031352389139456349e+01,1.715748150627031787e+00,3.924513816833496094e+00
5.704208826232561478e+02,3.586007016906949048e+02,5.709784156860489475e+02,1.500000000000000000e+02,1.006640784178984660e+01,1.715748150627031787e+00,3.901948928833007812e+00
5.639209782561455313e+02,3.682931321463640870e+02,5.677858895974903817e+02,1.500000000000000000e+02,1.009540916611843997e+01,1.933909742448906233e+00,3.911042690277099609e+00
5.639704182125799434e+02,3.632834597747042835e+02,5.727461220127157731e+02,1.500000000000000000e+02,1.009712917974253976e+01,1.933909742448906233e+00,3.895759582519531250e+00
5.725320651459007877e+02,3.623809415143947490e+02,5.650869933397044633e+02,1.500000000000000000e+02,1.011029036866797526e+01,1.798739526585312332e+00,3.887764930725097656e+00
5.710298239824736584e+02,3.638831826778218783e+02,5.650869933397044633e+02,1.500000000000000000e+02,1.006604962915308654e+01,1.001486443619252764e+00,3.882028102874755859e+00
5.726349120742302148e+02,3.614427473617328133e+02,5.659223405640369720e+02,1.500000000000000000e+02,1.006966039283270220e+01,1.803747435663656473e+00,3.883267879486083984e+00
5.725320651459007877e+02,3.623809415143947490e+02,5.650869933397044633e+02,1.500000000000000000e+02,1.007381482164318065e+01,1.000024257304332975e+00,3.876820087432861328e+00
5.726283249266792836e+02,3.622846817336162530e+02,5.650869933397044633e+02,1.500000000000000000e+02,1.000567389315762945e+01,1.001486443619252764e+00,3.873978614807128906e+00
5.726349120742302148e+02,3.614427473617328133e+02,5.659223405640369720e+02,1.500000000000000000e+02,1.002380234085311983e+01,1.011800467195954845e+00,3.872241973876953125e+00
5.726345062353926778e+02,3.614431532005703502e+02,5.659223405640369720e+02,1.500000000000000000e+02,1.000566075779342867e+01,1.011800467195954845e+00,3.871574401855468750e+00
5.726345062353926778e+02,3.614431532005703502e+02,5.659223405640369720e+02,1.500000000000000000e+02,1.000684140870388106e+01,1.011800467195954845e+00,3.871618270874023438e+00
