2.229905948420649224e+02,1.126545655791443096e+03,1.504637493664919816e+02,1.500000000000000000e+02,1.959655004490207020e+01,2.474457616564687257e+01,6.304792881011962891e+00
1.160871540016209451e+02,8.204881969187210871e+02,5.634246490796579110e+02,1.500000000000000000e+02,2.937162483419446346e+01,3.100847584828817460e+01,6.110041618347167969e+00
1.518270811960432525e+02,9.342034087917245415e+02,4.139695100122321492e+02,1.500000000000000000e+02,4.090488026685172684e+01,1.427053496115784625e+01,5.603432178497314453e+00
5.037244579782219489e+02,9.272716352655165792e+02,6.900390675626147186e+01,1.500000000000000000e+02,1.356007065962963942e+01,2.365473794308700661e+01,7.031177043914794922e+00
1.913375506521253442e+02,1.071255430079947246e+03,2.374070192679273248e+02,1.500000000000000000e+02,4.084383104001955189e+01,6.612068654679873703e+00,5.990542411804199219e+00
4.825159943674199212e+02,7.697273922743736421e+02,2.477566133582064936e+02,1.500000000000000000e+02,2.407409729041141233e+01,2.312651671545632581e+01,5.374834537506103516e+00
4.321708457515033501e+02,7.255468104538314265e+02,3.422823437946652803e+02,1.500000000000000000e+02,3.224773305808106016e+01,1.635038968139315330e+01,5.252502441406250000e+00
5.091545338517040022e+02,6.357047590295769623e+02,3.551407071187190354e+02,1.500000000000000000e+02,4.706313221437261518e+01,3.029451864349558932e+01,5.510621547698974609e+00
1.804658771040929253e+02,8.528544257749441613e+02,4.666796971209629419e+02,1.500000000000000000e+02,3.566174696589045823e+01,4.120017813119476457e+00,5.257079124450683594e+00
2.201474751454127272e+02,1.249902874656028416e+03,2.994965019855882815e+01,1.500000000000000000e+02,2.917126070011670436e+01,1.640271918869094492e+01,8.240677833557128906e+00
4.002909169500605913e+02,7.306093191645745719e+02,3.690997638853648937e+02,1.500000000000000000e+02,1.195728764560729296e+01,3.809218627703833704e+01,5.467798709869384766e+00
1.921083229347684380e+02,7.781619445137790763e+02,5.297297325514524573e+02,1.500000000000000000e+02,1.114830279166226035e+01,2.743148620081417022e+01,5.568484783172607422e+00
1.023639212582854014e+02,1.311026069357679944e+03,8.661000938403459770e+01,1.500000000000000000e+02,4.386994009282791751e+01,2.358847031947589201e+01,7.622666358947753906e+00
