a,b,c,d,n,t,v,D,infeasible
128.45915,1071.1067,93.996315,84.04295,1.8461995,16.823635,8573.77,2.9482512,0
207.36765,968.7183,258.6398,97.55607,2.7841043,11.758503,12380.536,3.3542626,0
465.70602,1068.7528,341.89926,189.4821,3.3819242,49.519165,42129.043,9.629266,0
158.05605,842.8567,199.7725,108.51146,3.472275,9.894874,11838.971,3.5273845,0
455.87833,1222.8507,201.86179,162.76353,4.081413,43.262344,35218.883,7.751979,0
244.80664,1457.164,266.2172,181.06148,1.3707432,7.6968102,44672.94,8.778406,0
131.78342,869.8814,163.20253,91.88795,1.0052716,10.827088,8994.489,2.7942603,0
265.84113,606.51904,153.75412,99.76305,3.2237206,19.90536,9962.23,2.7548816,0
431.01242,1036.088,376.24976,155.91382,1.8299285,20.984589,30560.81,6.426116,0
291.3082,1209.0645,133.46011,99.85356,1.768779,21.910448,14974.259,4.0153995,0
483.25732,906.8803,298.47775,170.37198,3.769835,42.58481,31978.994,7.318344,0
115.10722,1286.7423,107.74265,92.24553,3.094527,32.167107,11200.32,3.7349443,0
377.498,1380.7302,135.09431,131.7045,2.1847124,27.558876,26125.086,6.2285104,0
384.66763,1014.0089,248.40984,146.77362,3.6685789,13.469859,25796.352,5.880105,0
199.2519,1331.454,155.74791,83.27299,2.192182,43.319202,11387.181,3.4875028,0
177.90155,800.7258,151.21574,68.772194,2.8055897,21.791677,6611.258,2.0002227,0
161.24365,802.6592,206.26743,81.021355,2.6186209,23.700546,8020.751,2.3739536,0
422.33737,711.72076,421.62225,180.61697,2.4374175,48.21313,29943.18,8.346781,0
139.45627,1306.9816,195.6983,138.56744,3.4652998,10.732394,23785.629,6.04395,0
475.8549,881.3149,262.0558,181.24416,4.0642796,48.912304,33841.27,8.054392,0
124.33467,822.71094,274.56924,106.24155,3.3427587,41.980682,11378.993,3.721917,0
178.3357,676.927,186.14407,143.0226,4.07425,38.10178,15473.915,4.608562,0
522.63855,493.1948,479.74103,188.86012,4.022578,28.35652,28129.63,6.7993383,0
196.99098,1357.7289,113.64873,83.686806,3.4622953,14.375566,11271.537,3.4735057,0
260.4702,1434.0485,271.2152,113.46436,3.1293423,28.110714,20808.676,5.238469,0
237.49312,1028.8135,185.68906,81.62343,4.0608573,22.729338,10259.462,2.8989966,0
150.65709,979.71704,248.65334,148.36064,1.7795314,18.573143,21736.01,5.466644,0
338.72058,1332.6764,311.5129,169.65366,3.675867,8.562815,39106.508,7.9620676,0
210.65605,1267.1715,239.91423,174.46799,2.8486657,2.9266508,36446.312,7.9029055,0
366.71036,133.98306,516.312,181.93996,4.740786,6.20087,15105.122,2200.0,1
242.9588,544.7592,286.92404,126.060036,4.389608,34.135666,13058.179,3.7307756,0
120.049614,1724.6282,60.763447,52.65473,4.427872,6.361603,5909.938,2.504016,0
233.79234,694.0582,142.46312,122.57179,1.7335747,32.748333,13083.47,3.7251463,0
432.70297,839.07245,272.44513,192.63597,2.1411562,45.71778,35185.535,7.9217267,0
318.13058,1306.5651,353.26807,149.82957,4.987836,47.05275,31614.137,7.8893323,0
110.574196,1428.1309,156.96373,57.1082,2.641642,22.72846,6328.5366,2.368254,0
187.12206,1437.3221,140.77054,75.76967,4.6896567,4.4197493,10274.141,3.2299845,0
372.9261,673.5098,361.83774,175.59557,1.7351407,45.011494,26416.783,6.8199162,0
164.61313,1388.5071,266.4663,106.46908,2.7212942,16.389956,17056.656,4.6020675,0
249.03242,857.3266,316.504,178.19896,2.5598087,48.46744,28961.975,7.543955,0
129.25653,878.06854,214.3607,100.219154,1.4762677,40.998352,10569.418,3.342512,0
265.31012,329.11444,461.84665,176.38437,4.9315248,49.61775,16880.252,8.698191,0
131.39806,1581.3573,86.80069,63.651962,2.9062645,46.039406,7572.0327,2.8896759,0
262.68042,1258.0842,248.93993,183.39456,1.1763862,26.689442,40542.676,8.209734,0
259.34058,579.2257,313.16025,120.90898,4.3369064,11.490017,13307.59,3.4726877,0
81.80109,1529.9315,81.71833,52.455242,3.6119938,41.665222,5051.7275,2.2535698,0
354.68536,1011.30286,250.09117,193.06471,4.0572257,43.054295,38733.516,8.589117,0
194.33829,1312.5894,363.9797,128.92944,3.239443,40.369473,23395.44,6.148309,0
262.77017,622.25037,251.64801,143.55804,4.392727,37.56474,16629.385,4.6051555,0
243.52661,772.9973,287.86975,170.20726,1.4722925,19.38737,24628.805,5.815413,0
280.8297,800.4625,363.83167,137.14027,4.298034,21.421474,19559.838,4.850776,0
77.128235,1606.8458,90.268326,54.202854,1.8201818,35.169506,5455.2505,2.4004965,0
178.6049,1442.7112,319.22778,143.28218,4.534491,42.453514,29132.47,7.173903,0
294.82904,1178.6199,354.6058,164.35744,1.8051816,23.528889,33503.496,7.0478277,0
105.25509,1688.427,98.586296,66.74132,2.434145,25.389446,8176.8613,3.12588,0
120.34168,1012.77844,100.88688,53.754078,2.1663976,2.474461,4693.9634,1.7125434,0
495.31595,298.13367,341.04974,194.85686,2.487994,40.370716,20993.979,6.2096214,0
325.16245,988.7976,189.84944,164.53954,2.8581047,13.716149,28462.748,6.722774,0
134.49123,1159.336,193.4029,65.588806,2.273144,9.836101,7218.612,2.3654783,0
492.6762,876.4819,554.84216,197.70456,3.8998768,3.0793982,41854.78,8.214091,0
112.128555,1629.7825,192.70178,83.92019,1.8181685,32.46256,12161.692,3.9073508,0
259.3954,608.71313,249.21292,103.94238,2.9536583,48.27598,11070.863,3.4271762,0
463.9389,1242.2858,229.87286,190.18471,1.3437508,7.0778046,46146.6,9.0641165,0
388.7407,640.2294,387.68848,129.59053,4.8894377,14.364832,17941.117,4.272005,0
499.62042,756.38226,370.46695,188.18903,3.881901,3.0209603,33841.04,7.237301,0
304.1936,464.50784,347.67587,131.16824,3.084163,28.240335,14096.045,3.738665,0
537.5558,339.453,377.02695,188.86511,2.9743717,29.1611,23178.605,6.891825,0
481.39114,942.0015,283.6962,175.1429,4.0181303,18.781317,33956.547,7.2812395,0
268.9431,900.88403,314.81006,161.74983,3.1932616,16.607994,26102.11,6.0357156,0
370.18002,752.1823,317.75555,196.21992,2.9712725,47.627285,32894.543,8.12343,0
557.42365,184.77174,366.7784,187.58531,1.4280379,33.25178,18793.492,13.360266,0
342.19815,803.4102,306.89624,153.27556,2.150557,20.009745,23390.91,5.382888,0
161.68672,1186.029,356.2155,130.21677,4.59588,5.8818316,21473.84,5.333566,0
510.1249,223.27519,279.15475,189.50476,2.888117,47.732815,18470.031,6.2914286,0
92.90207,1038.8164,82.637024,71.32041,1.0746999,19.353703,6114.6475,2.3819683,0
134.86942,1355.8251,85.6072,52.44349,4.8314104,1.7426711,5437.0854,2.0767741,0
229.71254,1273.7535,108.54995,92.53637,2.419759,4.0891056,12888.003,3.818048,0
247.55913,1012.977,180.66931,114.274254,1.1281474,8.232894,15745.019,4.0701823,0
296.9929,909.4802,171.30434,153.35982,2.6012325,17.056381,23395.432,5.8711247,0
387.7905,590.452,266.73413,138.00871,4.576281,19.526815,17456.885,4.33912,0
168.54918,1290.6124,169.70737,57.366463,2.5824168,44.948967,6906.406,2.4317033,0
331.30276,1333.6995,258.83505,138.44334,4.057027,44.568035,27813.875,6.6492386,0
272.98773,867.11774,328.30655,166.27536,2.9931893,17.347279,26700.375,6.1270103,0
118.198746,1571.7712,192.69955,67.54737,1.8469315,30.900549,8734.729,3.0845387,0
289.11887,402.18713,330.00418,142.81839,3.568687,37.556763,14075.232,2200.0,1
552.84644,697.30945,565.00275,196.49759,4.5336576,30.866817,37219.02,8.38555,0
560.59314,342.4978,521.1118,197.29826,1.8257183,26.20181,26299.586,6.6172285,0
363.81522,1081.908,306.3661,158.98767,3.2623389,33.92952,30564.07,6.8042774,0
334.2286,593.9521,332.86984,144.9694,3.4561908,32.07252,18271.902,4.722289,0
396.2729,476.17566,453.4513,194.0134,2.210731,1.9443114,26012.158,6.2241344,0
207.1857,1243.4468,470.01163,161.9944,4.9951763,46.51443,33674.375,2200.0,1
175.18141,1187.939,270.94156,147.83653,4.1645856,12.718594,25814.725,6.155003,0
107.22765,1229.8424,129.48877,58.147556,3.3086143,44.88507,5700.874,2.197839,0
280.52313,1183.966,161.65012,97.41124,3.9230275,48.28074,14349.928,4.0694027,0
294.68924,471.00433,318.78345,162.12167,1.5513128,20.031296,17734.84,4.689711,0
133.52248,875.3752,164.2358,68.71518,3.2867422,7.003739,6338.6475,2.0701208,0
207.1175,1253.9862,181.72118,84.67365,3.5996013,16.347727,11508.716,3.350186,0
170.79816,1282.3795,158.91104,98.49369,3.2448528,25.458422,13639.932,4.007197,0
312.74643,700.0081,202.8672,115.88706,4.3922305,40.759727,13920.347,3.7775717,0
306.60965,873.05237,531.9612,199.72641,1.3883063,43.31702,38725.785,9.414845,0
155.4186,1103.0023,162.33711,60.597607,4.997713,33.97262,6529.934,2.168293,0
107.44856,1358.5555,189.40533,85.10208,2.981581,16.056261,10770.777,3.4603288,0
165.51727,1392.1104,147.36136,90.488884,2.6412528,6.5969152,12595.353,3.8102875,0
145.8394,1104.9612,374.79312,145.16826,4.001324,25.831709,24098.832,6.0017376,0
526.5145,140.95929,529.3939,183.03221,4.601988,11.717489,18326.787,11.76438,0
61.8239,1151.2329,64.80379,53.04405,4.4992847,17.96516,3881.3457,1.8630561,0
118.22148,942.03546,232.62193,103.11705,3.2292008,16.233894,11514.704,3.4683757,0
156.16698,1105.7892,132.11552,65.75226,3.1846564,21.872507,6944.6323,2.312814,0
98.48002,948.49176,144.22894,72.42633,2.307574,45.737007,6383.024,2.3986232,0
419.20078,701.58295,213.36687,165.81248,1.3943497,14.950416,24400.654,5.7299414,0
148.14076,1346.7786,385.69342,142.54474,1.8600173,48.070732,27423.178,7.7197847,0
510.81903,831.4388,330.11716,179.05719,3.2172327,15.795159,33263.87,7.0839086,0
255.3445,1343.0398,156.21431,102.573456,4.555349,48.0472,16275.592,4.6016665,0
302.37646,1181.065,402.5179,147.91782,4.9342012,33.433525,28995.086,6.8018117,0
129.93942,1403.8848,203.65092,78.27308,1.6263341,36.429405,10179.472,3.3508542,0
361.97525,566.36945,402.39624,189.26285,1.734502,28.535418,26598.125,6.246408,0
251.56868,333.8907,524.99774,188.18628,1.0903695,27.769026,19392.049,5.3441725,0
394.24948,609.5111,435.36407,172.66502,4.750011,13.1791,25377.912,5.9259653,0
101.94198,933.9269,158.75072,71.62792,1.4494723,1.7418296,6384.513,2.2073138,0
247.2815,621.3807,168.39787,88.02733,2.6907809,25.019468,8711.858,2.3678403,0
318.3457,1205.4381,159.03844,146.9473,4.7133527,13.096784,27222.729,6.658096,0
166.33078,1639.4126,145.71997,95.06929,2.1587455,30.479948,15339.775,4.505219,0
207.07713,848.7801,165.83902,127.653854,2.4891534,27.773355,15599.779,4.300411,0
59.8145,1743.5658,121.93587,59.1976,4.3621945,25.919125,6543.2866,2.7967236,0
148.86922,1305.3455,89.51382,55.50344,4.2819333,6.7532563,5903.869,2.156631,0
176.50433,1632.9373,98.128235,84.41282,3.374847,25.891768,12553.374,3.9683068,0
238.87323,662.7572,134.87204,82.87687,3.3280005,16.249664,8090.8687,2.2752068,0
363.64624,752.84326,336.2002,169.78326,1.8348517,46.242435,26610.188,6.77477,0
221.20828,809.09283,120.20138,81.00255,2.4240415,18.552248,8314.197,2.383939,0
313.08752,800.3554,276.4981,154.31361,4.085293,25.297506,22792.424,5.5331273,0
145.44493,1653.2683,177.04938,71.68166,1.6405438,8.960386,10095.938,3.3054628,0
446.15912,506.89456,304.36578,185.90437,1.3026068,21.518948,24826.78,5.726117,0
200.14261,1199.2687,185.0157,83.63129,2.5631552,5.036764,10942.1,3.1701982,0
175.52458,1056.9868,294.90765,111.95405,1.0924278,16.740849,15527.706,4.088898,0
295.6049,948.7643,572.8507,199.42279,1.049876,16.237635,41243.844,8.082642,0
221.1735,1148.6235,132.08203,76.885864,1.7784016,9.603329,9550.534,2.8150482,0
170.34428,828.85205,207.02126,107.90809,4.7745795,1.653006,11862.58,3.5136592,0
355.62183,722.77985,327.91522,118.719505,1.4379815,38.376785,16264.498,4.1533203,0
186.94139,1156.1344,212.20862,113.072815,2.3342552,33.593346,16276.303,4.4278417,0
83.39814,879.5957,62.943874,55.063152,3.3362575,30.495707,3716.8425,1.5982302,0
216.62509,801.63196,386.07227,139.03537,2.468391,2.375515,19093.002,4.6048455,0
274.08527,1185.313,108.79597,92.35664,3.0023184,9.337492,12918.681,3.6782353,0
227.08745,1386.3932,114.69256,88.1111,1.5618414,31.515263,12750.007,3.729338,0
345.45895,864.72284,418.16733,150.19592,1.5337453,21.323019,24886.027,5.5576444,0
519.6189,234.5255,370.18906,182.60721,4.5533166,38.049385,18994.885,5.6150694,0
535.8524,957.50977,459.4828,185.89389,2.4683964,30.158237,40298.438,8.238494,0
171.68117,1482.5344,195.49005,91.86874,3.4397163,17.024479,13938.403,4.0726824,0
141.25905,1437.2577,207.995,71.900856,1.4281868,24.05192,9403.373,3.0562944,0
67.987724,1087.7839,72.54567,57.576565,3.0272317,13.014472,4319.971,1.9529178,0
140.27348,1351.2817,62.32065,54.10567,3.635465,9.162678,5545.4087,2.165838,0
248.64693,1046.8188,340.88364,137.60165,1.1161501,33.44528,22622.188,5.4595146,0
312.13318,893.223,224.67026,130.40865,3.3329794,6.4681377,18877.861,4.6474094,0
308.14536,476.7852,283.495,177.27965,2.1603162,27.34888,19982.164,5.616134,0
178.27994,780.543,271.3216,95.23227,2.6389008,19.344513,10313.821,2.9111469,0
193.52348,1173.9924,148.31073,74.24266,4.9672437,7.578897,8991.602,2.776672,0
230.76892,977.58685,164.76323,103.506355,1.2509027,34.250248,13072.202,3.5984256,0
220.16013,1194.4608,459.19757,177.9911,1.7702986,43.69628,38251.46,8.923603,0
375.43097,893.16174,351.79657,130.75156,1.056359,36.09798,21028.97,4.9993668,0
298.79596,1055.6871,263.05408,124.81891,2.9185486,49.460865,19900.248,5.4764743,0
371.1,1050.5728,155.14278,124.48055,2.2983234,27.473343,20015.16,4.877834,0
113.88362,1797.974,53.267483,50.470314,1.6589143,32.37086,5608.848,2.4436793,0
132.11494,921.60297,196.14319,75.636024,3.6394997,32.549984,7489.327,2.4847486,0
311.04276,760.8996,271.19275,154.00291,2.8183632,43.592453,21903.58,5.658312,0
186.5368,1581.1172,164.24265,118.83345,3.7204363,23.772982,21918.236,5.692092,0
325.88165,734.63916,242.71309,123.104965,4.2296643,21.466356,15924.32,4.0428104,0
269.54892,546.83466,202.02628,116.87781,4.676041,23.652672,11721.6875,3.2626803,0
274.1196,1029.2611,231.54396,111.623695,1.0748708,39.806408,16210.582,4.2059245,0
384.65482,622.9504,312.43027,170.03725,1.4000499,17.209883,23832.611,5.43037,0
322.4245,1155.298,218.96793,145.44847,3.3131323,15.002752,26542.488,6.109797,0
64.01368,1723.0002,101.8116,62.39594,3.6157115,38.11454,6950.6777,2.9795384,0
95.42083,1507.0251,153.54813,61.397663,3.8567421,17.585474,6925.0093,2.6016195,0
330.3672,385.97745,564.2558,196.06154,4.4091444,30.349915,23601.566,6.532357,0
153.37877,1074.5571,105.56724,81.1626,4.1083946,6.735314,8623.745,2.8790858,0
246.46794,860.5709,214.90181,88.907364,1.8623978,2.6671627,10630.628,2.7871,0
128.77797,1471.6051,269.99634,123.447876,2.4924808,19.776632,21991.582,5.6368284,0
203.445,410.42642,563.5475,195.17128,3.8275099,5.4496207,21890.938,2200.0,1
284.53372,876.78265,228.23056,116.82785,3.178333,9.439165,15731.258,3.993638,0
315.58685,909.60767,548.0689,188.41696,1.9343281,15.754939,36718.75,7.516502,0
191.09583,1478.7543,233.28902,184.17531,3.5357792,17.2898,45326.043,9.314079,0
152.68735,901.0376,264.3272,89.82827,3.2882087,15.689408,9980.676,2.926986,0
56.191715,924.6858,101.677704,53.289513,4.150886,11.461395,3554.4326,1.5836536,0
322.92978,1030.8014,170.38516,160.44868,3.9895277,39.365795,27995.033,6.7829447,0
292.53427,836.8479,492.40372,179.29681,4.3970532,2.2513933,31237.752,6.7579265,0
463.5322,581.0567,363.54712,174.49808,2.2532084,40.998924,25554.852,6.3732514,0
299.9674,1104.7714,180.70831,168.55386,3.88663,48.071957,31655.953,7.554554,0
83.55242,1738.0134,127.95314,57.337383,4.241684,4.586482,6598.8994,2.7104902,0
160.56969,1041.049,174.01994,67.00354,3.597396,8.587004,7216.953,2.2766755,0
166.8779,677.59045,317.99207,155.42389,2.1125095,19.739786,18612.438,4.8999424,0
243.49182,1326.364,185.09119,131.56253,1.0314405,46.845875,23612.055,5.835857,0
280.08188,1223.2968,205.18001,108.32178,3.526116,36.02696,17269.291,4.5534325,0
221.5151,792.4062,373.5601,138.15848,1.6981965,9.519493,18755.898,4.5490003,0
155.54428,1718.9467,73.08282,71.227974,3.461292,7.459737,9695.048,3.4741566,0
279.4151,789.4135,117.0843,116.651085,2.088799,27.445045,13784.026,3.886936,0
226.71805,1224.0537,218.18951,115.58295,1.4663028,46.007313,18212.613,4.9202404,0
225.79791,620.20844,264.88754,100.1376,2.0401363,14.8100815,10351.653,2.754775,0
228.80801,1043.7745,226.63335,96.67784,4.096279,29.884563,12879.06,3.6274323,0
126.61533,1111.6263,90.28787,67.46781,4.9179583,23.467863,6463.1343,2.3853905,0
569.4893,210.89622,453.54877,197.7604,2.785736,47.79508,21339.752,7.685421,0
133.94672,1093.1986,54.369263,50.039574,3.8358116,17.42855,4416.2715,1.7107435,0
339.3563,746.82,350.06552,139.59435,3.7765548,28.948914,20039.68,4.954183,0
195.38435,670.45984,165.25569,66.45752,2.5857832,23.86412,6284.891,1.7538306,0
192.80278,1359.2625,241.92912,140.86777,4.7540183,44.905228,26564.11,6.6498785,0
552.2463,1192.459,218.13734,196.33707,2.3175073,28.109924,48594.11,9.663342,0
317.19525,497.70004,261.62546,128.68411,4.967654,32.075428,13738.313,3.7470193,0
192.28784,1474.8618,232.80495,82.514656,3.3665388,41.954243,12479.611,3.90426,0
171.17671,847.56714,240.04015,81.771996,3.6917343,44.77159,8732.514,2.9119961,0
260.46826,1309.1863,348.31982,153.44041,2.7726727,17.525034,31857.35,6.8942327,0
184.11179,1271.4786,209.04678,93.737686,4.8326836,1.8139216,13174.417,3.782768,0
276.93933,1504.4951,154.22372,111.83135,3.8930807,28.331453,20396.977,5.2551417,0
174.38635,663.05133,484.41367,169.09843,4.121435,45.26389,22587.977,7.3657517,0
324.91556,1003.03204,171.45926,160.79839,4.2665305,33.529,27567.691,6.6999006,0
431.90308,1368.5542,185.79063,166.5808,3.8552995,27.537905,39145.273,8.359176,0
225.3682,815.9314,85.0426,84.6561,4.390611,8.678628,8574.52,2.770849,0
253.84383,978.85455,516.61176,199.92688,3.685565,18.369425,40995.797,8.434297,0
213.19057,867.32086,289.6236,100.91516,2.6918368,19.366653,12433.81,2200.0,1
259.88116,783.2897,125.4994,117.558716,4.3426948,17.696917,13621.752,3.9665039,0
392.18155,855.8872,156.48477,132.98828,4.7875814,6.156054,19580.451,5.0460253,0
163.83636,1297.785,123.356026,117.355385,3.7177117,6.667689,17691.186,5.151756,0
302.2402,894.51733,427.9445,184.82558,3.5635242,36.023785,33791.125,7.7659755,0
374.94873,1138.8573,148.1149,137.97354,3.7340996,49.3714,24485.059,6.056361,0
256.93295,1049.0924,323.06995,123.706505,4.878029,24.55455,19405.559,4.9079895,0
383.63364,507.17093,218.2086,161.4818,4.3580794,4.2257605,18960.947,5.081913,0
174.8681,1340.5629,201.32991,109.20097,2.6497426,28.961172,16925.06,4.638717,0
439.14838,1052.3544,319.96896,186.46692,1.659931,39.444424,39941.605,8.208029,0
238.1085,1306.5653,229.66382,132.42126,2.2226868,13.169496,23875.84,5.6863456,0
180.20802,1003.2807,496.41977,168.09499,1.2684693,30.92307,30204.154,7.0791965,0
148.86395,1576.9382,57.93894,56.39497,3.0421782,41.00412,6492.4023,2.5290458,0
241.31009,804.11273,121.33737,98.401215,1.8947427,29.997368,10722.378,3.049648,0
339.51303,1063.237,207.46672,153.70667,2.4714952,36.973545,27389.834,6.3053064,0
152.1252,815.96216,222.97414,99.74753,2.0537455,12.900311,10421.145,3.0218303,0
169.1318,836.28766,151.77446,87.52266,2.4048607,17.192886,8692.175,2.6402404,0
72.95299,1515.8461,189.536,67.272446,3.1417336,46.074696,7813.194,3.1451385,0
466.52206,293.7536,546.53485,188.32756,3.831791,47.27917,21775.857,8.842862,0
361.8401,644.8032,157.22928,127.72752,3.6822288,14.5688925,15367.381,4.0611057,0
186.6247,1181.0403,174.87192,66.81523,2.9259284,14.042396,8073.8228,2.4874575,0
206.89365,1137.0676,131.4093,116.56752,3.2067041,27.911297,16501.03,4.5928288,0
466.8731,892.3203,324.40204,178.80836,3.902985,18.05414,33908.207,7.2545075,0
153.69072,1040.6261,286.96533,147.40771,3.1946056,36.18747,22945.492,5.8786798,0
281.64743,720.991,416.5165,187.80182,2.310423,18.14073,29328.688,6.597783,0
197.18388,1100.4979,300.1675,138.4696,1.7407341,48.29902,22462.412,6.1620135,0
288.38968,761.02423,357.95477,155.4846,1.8612564,34.66437,22622.094,5.558059,0
404.50238,943.4823,187.09761,157.26146,1.5735391,27.7476,26940.879,6.1139493,0
331.39304,1288.5427,334.61102,135.8568,3.7506998,1.4706511,27014.008,6.007736,0
125.19391,907.85297,164.43465,78.40844,1.3426447,18.846302,7425.7373,2.4124188,0
538.6488,864.6901,383.52225,180.56131,2.8988078,14.148286,35540.93,7.315016,0
399.15567,706.7438,206.41685,169.55687,4.639566,47.15153,24878.113,6.451079,0
312.78668,816.5532,532.09375,193.06293,4.046746,6.0169606,35174.35,7.4255376,0
340.22327,351.343,361.8346,187.3484,3.5421605,3.8057294,19460.48,13.043581,0
194.47607,874.59406,172.86443,96.47877,2.1963756,19.80729,10671.9375,3.0720124,0
187.62083,1272.6953,139.90147,68.94502,3.505065,14.725247,8480.019,2.696736,0
149.57257,1486.0331,278.50818,104.49498,4.415427,46.639088,17287.766,5.302635,0
187.9,889.22876,125.39976,67.25209,2.026735,15.473948,6755.288,2.062856,0
378.9405,1030.1125,137.97491,137.18466,1.3314905,2.271027,22635.053,5.7311106,0
108.965385,1716.7161,171.65535,68.87382,2.3601089,39.27048,9238.532,3.364261,0
213.53976,1198.9807,229.44978,81.075645,4.090916,39.716194,11035.257,3.3130887,0
451.69623,398.31747,424.6328,197.39606,2.9895668,13.182424,24923.502,7.801478,0
102.61559,877.67285,268.87524,93.83512,3.1571567,8.774442,9663.451,2.964546,0
272.6342,472.58835,410.96594,152.79037,1.4058954,28.565374,16961.139,4.4039197,0
516.39386,551.28546,297.83414,189.88565,4.598164,34.48334,27988.385,6.8776197,0
254.3387,639.7082,406.80133,149.68399,3.0926454,18.679304,19167.74,4.80424,0
147.49333,1481.5248,88.89639,68.23934,3.0348823,39.05787,8224.561,2.9436438,0
320.9994,616.4292,219.00658,111.51831,2.54422,19.902082,12742.701,3.2657235,0
338.4561,1121.9403,212.06186,131.39958,3.3098001,36.884125,22518.658,5.438243,0
310.97458,1382.054,213.11176,187.77472,3.2382174,28.896313,46182.434,9.35481,0
219.51625,553.8211,281.87198,126.93179,2.457948,5.6162887,12866.954,3.4264479,0
113.585655,1653.5446,150.85023,74.54848,4.5730457,11.394036,10017.789,3.4265108,0
209.74867,1240.7231,239.05685,103.88889,4.8554897,34.14805,15644.497,4.371928,0
118.39093,1275.2545,148.36089,78.05986,3.4191985,2.6354806,8954.31,3.0136678,0
383.47064,515.066,155.74158,152.80591,3.0571923,15.89265,17282.002,4.940198,0
61.02658,1089.4161,70.17525,56.072674,4.31826,42.21983,4058.7253,1.9149785,0
335.90607,288.02792,438.1282,174.7119,2.4798908,44.339836,17234.854,6.1514597,0
207.09367,949.71747,167.71718,118.44356,4.4526877,41.194794,15126.616,4.278354,0
234.75145,765.1676,172.845,103.09274,3.4784062,28.921032,11332.65,3.2145252,0
151.65349,1014.978,121.930214,63.329285,1.3154067,20.579836,6231.7476,2.0652242,0
314.61945,917.389,363.02493,138.31615,1.4426162,12.951656,22098.611,4.9876776,0
546.05444,559.2039,289.21338,190.65398,1.8890637,38.90612,28809.676,6.7757716,0
473.649,142.00162,517.58923,197.36444,2.1917892,11.967889,18414.875,12.880672,0
206.61832,1521.3793,234.75247,139.6663,1.393029,1.4771328,28853.506,6.571912,0
262.35825,950.5125,270.69626,122.104706,2.5234811,38.289448,17546.154,4.5954103,0
180.7615,1195.4299,144.97252,61.254322,4.0236526,37.465412,7124.476,2.3110976,0
357.38217,1006.75824,397.9123,163.3108,2.5042512,16.072315,31010.93,6.59851,0
254.5554,611.02704,239.54811,99.0765,2.6929858,25.543818,10406.129,2.783905,0
186.85397,740.3819,288.11163,104.76418,1.6089151,34.4828,11504.147,3.3528242,0
117.63239,1378.7983,310.96243,105.63661,3.7536259,23.400532,16394.908,4.690284,0
138.89178,1175.4927,91.23965,67.35578,4.1431026,15.322125,6863.621,2.4824297,0
167.24292,560.27844,422.40634,166.59416,1.7613525,2.861204,19128.693,4.8461485,0
128.4017,1538.2705,281.14767,104.67334,1.7220175,36.36498,17484.918,5.015952,0
53.534073,1795.6067,113.48133,52.066883,3.7177722,37.843224,5391.923,2.5337596,0
122.58592,1128.3748,106.81353,50.63595,4.2033315,10.284421,4728.097,1.7448297,0
449.02805,863.8624,309.22693,154.16287,3.241972,21.326138,26526.041,5.9082475,0
237.94539,805.1591,220.14091,103.43208,4.3415103,11.32254,12131.159,3.320513,0
204.0369,1591.0123,148.23465,78.83807,3.822965,31.23548,11896.879,3.650017,0
247.67389,1220.5818,493.04834,166.50633,1.3897314,11.4420595,35635.957,7.259663,0
84.25266,1064.171,114.49316,84.07631,3.430995,40.271324,8036.2993,2.9695928,0
245.517,889.36115,287.7549,96.12143,1.1747735,10.652598,12362.435,3.1319413,0
117.573494,1186.126,196.07405,71.46026,4.7193146,5.395484,7879.6787,2.651485,0
243.85818,456.49786,571.07776,191.10593,3.9751234,33.991943,23407.016,6.8125653,0
280.60358,1114.0481,209.0098,112.886375,2.610702,21.625093,17235.938,4.3751717,0
284.05856,728.6333,351.25513,195.72127,3.0970674,6.400041,30840.135,7.0000653,0
253.9932,1112.0273,199.12276,91.04448,2.1216416,10.923277,12567.787,3.3830295,0
169.29054,785.0735,372.27014,124.14722,2.1253815,14.280438,15298.601,4.006495,0
187.35703,1136.2966,98.56593,75.116844,4.575079,37.60573,8509.199,2.754107,0
223.01387,818.67145,265.22092,174.42496,3.0059133,7.3081574,26108.547,6.2844653,0
458.85107,637.8496,430.03232,185.09457,3.8945248,44.43671,29727.338,7.8887353,0
164.21893,1297.1284,270.27512,133.41124,4.4091854,45.559208,23184.262,6.234718,0
255.10359,1546.2959,117.13338,99.21322,2.5178099,29.707912,16810.615,4.6474085,0
222.04349,717.7957,332.19138,159.03639,3.6221282,2.83636,21140.758,5.2678347,0
466.90454,864.8808,365.54684,198.79662,3.7434294,16.824831,39355.043,8.131206,0
187.95541,1594.5503,135.71327,89.70658,4.623104,48.16971,13978.187,4.3592834,0
205.84846,1314.7716,172.19762,94.852,4.1456947,19.580952,13755.477,3.951382,0
323.43732,673.94495,367.4288,193.18327,4.550364,23.04847,29484.086,6.9442544,0
198.12921,906.68884,352.05753,196.07458,3.2459533,9.1556425,34779.42,7.6004186,0
212.45348,749.4218,133.0568,83.25969,3.724517,13.214802,8203.407,2.4111326,0
319.80045,726.7822,236.98564,118.99347,3.680461,31.11145,15053.825,3.8965354,0
141.79436,1046.6437,211.06787,86.44438,3.8204439,31.855452,9839.195,3.0410757,0
467.14865,1145.1122,240.63521,197.34706,2.790716,46.16639,46225.363,9.639641,0
203.83875,1336.0469,339.02975,143.5792,2.8994443,18.8653,28081.113,6.417579,0
180.16801,1428.7565,152.76575,104.07369,4.926425,39.75378,16183.579,4.671689,0
