a,b,c,d,n,t,v,D,infeasible
151.39723,1212.9479,71.32473,64.03026,4.1558437,11.526052,6607.0713,2.4240813,0
165.43425,1589.3434,205.0693,88.91904,3.2998192,7.3969293,13937.889,4.1024585,0
84.917984,1606.1382,135.61676,67.19408,1.946202,43.11297,7926.108,3.094492,0
199.86424,518.89667,283.0875,114.77892,1.8152453,47.95733,10758.582,3.66845,0
343.91635,719.0798,272.35104,184.71782,3.154412,26.758982,28199.258,6.6738195,0
199.9873,1004.8698,355.75085,184.33733,3.8127992,2.824166,34069.906,7.406874,0
110.69966,1201.8811,305.9275,104.267265,4.0868106,33.37452,14396.054,1100.0,1
284.77164,1217.4366,260.96796,146.38509,1.9960479,4.1679773,27612.805,6.159151,0
227.05116,1373.9231,322.85477,120.93073,3.7366347,16.97116,22093.676,5.42519,0
101.44424,916.3644,276.38983,95.92883,1.645468,33.34064,10278.933,3.2985933,0
286.39392,1096.1239,318.4539,118.67722,2.872222,13.046667,19266.5,4.6657276,0
285.72205,1080.9672,181.39246,161.34308,4.6970363,35.870785,28747.287,6.912103,0
348.0132,1058.1306,322.27493,158.20811,2.0002816,6.4010725,29746.535,6.3346066,0
157.79926,730.4663,241.47527,151.46463,1.9152957,30.465502,18022.402,4.888697,0
443.76505,762.8408,453.1723,152.95404,1.4489249,24.090351,25593.336,5.6254325,0
199.80763,624.38983,177.61362,156.35027,4.789186,7.7556777,17016.604,5.2183714,0
151.2166,1161.6519,64.775856,59.76337,2.2211616,8.224517,5887.3823,1100.0,1
293.9156,1308.519,386.24658,134.49821,3.760318,24.477942,26737.432,6.1949105,0
452.56403,811.5063,243.94087,158.29477,3.043458,30.295298,25922.979,5.958348,0
198.09161,1505.4042,177.67206,137.6498,3.7940278,12.83526,27287.018,6.585559,0
169.32452,1423.6879,149.28885,110.69681,2.1147845,35.080498,17599.52,4.9040847,0
175.13939,1163.6295,305.4791,112.195435,3.2636917,3.225201,16718.387,4.352132,0
205.31589,1369.402,290.38013,135.4312,1.6647658,49.211704,25649.588,6.7421417,0
118.68531,1521.3967,193.91563,70.419914,1.8776433,9.551881,9062.176,3.0505624,0
106.75738,1672.2462,160.83127,81.9397,2.8744612,27.160868,11643.723,1100.0,1
111.20625,785.5794,218.65617,94.73607,1.3947957,4.5417647,8884.801,2.7218072,0
107.31241,1383.0535,131.94391,55.59781,4.995184,42.58907,5803.811,1100.0,1
109.56046,999.1115,117.84128,74.14951,1.8032484,5.575699,6778.3975,1100.0,1
147.24805,1319.524,278.13818,138.41727,4.794087,20.431017,24770.441,6.0978165,0
268.42285,1522.3685,112.3749,96.02265,2.6312418,17.85491,16010.163,4.4722357,0
306.3364,1135.5466,499.0371,169.50423,3.2383242,43.45125,35814.36,8.786697,0
137.19644,1673.4087,133.22949,89.648,3.4954283,39.0438,13694.708,4.3079753,0
82.18189,798.5132,215.21982,78.221504,1.5925417,1.0675699,6603.776,1100.0,1
251.54047,998.9329,233.87383,86.29007,3.3669815,48.444798,11324.107,1100.0,1
349.3812,318.86227,370.81424,132.87187,3.5762763,48.42967,13179.889,4.718357,0
155.98125,1391.7721,176.02054,59.61815,1.0012035,38.245758,7342.566,2.5392714,0
139.44719,1486.9333,333.7701,117.5149,3.164917,21.228483,21117.654,5.475328,0
164.82738,907.9497,109.88281,62.01093,4.3181295,25.492292,5868.5386,1.9288336,0
185.42339,638.827,234.74762,144.50945,4.7385516,41.128216,15633.465,4.684225,0
99.78018,807.6203,124.42212,74.306244,2.9701025,4.118391,5858.8276,1100.0,1
458.7736,562.097,241.67744,153.7395,2.36956,46.484016,20333.549,5.258127,0
219.78705,1149.5988,318.47205,173.30562,1.9040208,49.39872,34156.63,8.278826,0
267.43735,1263.025,121.900955,92.82957,2.7518237,29.864727,13535.484,3.800947,0
399.44012,712.9273,397.72632,142.42346,1.4108986,10.662894,21423.047,4.696678,0
309.56412,1252.3486,380.0906,156.50113,1.8731855,23.809116,32909.707,6.966712,0
63.027233,1012.5039,84.77443,54.14171,1.315738,47.55024,3814.5493,1100.0,1
220.07626,1284.8612,108.68425,77.56223,2.428331,26.752928,10121.445,1100.0,1
123.907524,1168.8203,66.163666,56.37302,3.5124466,29.855545,5152.3804,1100.0,1
113.21274,1080.1381,151.78766,55.47639,4.374394,10.240442,5256.646,1100.0,1
412.81583,1058.4498,204.93344,150.66245,4.7640567,9.13387,27670.625,6.3762035,0
193.84602,1595.8748,117.808014,71.58027,1.4614033,4.3825235,10127.939,3.250988,0
70.2217,1267.4058,88.61677,69.41279,3.7722232,38.26007,6480.9526,2.6762888,0
220.00388,738.31213,317.11063,115.44328,4.6534534,12.600347,13734.327,3.641,0
294.17145,895.2792,543.5191,183.62833,4.075037,43.655148,34490.94,9.0938,0
265.4055,1059.4541,170.8946,121.91291,4.1371255,36.37501,18023.014,4.7409177,0
326.4755,1261.1519,346.6815,158.423,1.7793313,14.753095,33699.914,6.962426,0
243.04932,1124.9171,184.93605,96.81619,3.9525743,25.242052,13406.88,3.7216945,0
108.825745,1261.4465,119.302086,51.76808,1.9435213,44.11549,5012.0923,1100.0,1
216.4403,1064.3325,342.94104,130.57162,1.5413779,31.648607,20686.135,5.1957064,0
361.91263,693.81,347.8606,167.43639,2.5558321,22.591537,24859.637,5.7607737,0
255.16711,719.7574,107.27455,104.345795,3.3435142,42.920097,10914.825,3.2874756,0
104.649445,919.6376,93.568436,89.84734,4.8776283,27.119003,8127.2397,2.9966176,0
423.3243,506.9586,334.9913,182.21141,1.7019402,37.986362,24091.926,6.0172954,0
344.40475,854.3015,297.82236,124.42163,3.9746478,7.3969083,18349.307,4.376117,0
519.57434,221.62646,529.27545,180.57529,3.815596,12.121135,20271.318,5.1125875,0
550.0142,659.38074,296.38037,184.72795,4.6791306,36.510967,30497.604,7.1585727,0
60.50074,854.3387,126.634636,55.319706,4.7160673,46.381287,3776.1858,1100.0,1
237.35834,1428.6194,177.66223,79.423836,3.3560498,31.803791,11900.123,1100.0,1
378.237,1165.2983,217.1913,126.924385,3.1155589,9.225679,22654.07,5.306363,0
98.623276,1694.6072,177.48967,69.7378,3.8831334,29.93995,9211.798,3.3504288,0
219.21631,837.37714,95.204575,80.9803,1.5066241,11.255748,8250.707,1100.0,1
220.83879,1011.7044,285.74017,119.82782,2.7932997,48.41296,17267.762,5.0875616,0
481.4853,356.06265,443.1348,172.1325,2.4654462,9.921288,20926.184,7.6249065,0
454.72617,1088.6948,340.2807,181.0646,3.1343822,17.034304,39571.62,7.947783,0
143.37248,858.41925,323.65918,134.47923,3.6146684,4.4991846,17326.928,4.5673747,0
215.12625,1313.9812,108.545685,81.48239,4.947776,10.60522,10863.728,1100.0,1
69.57512,1031.4974,94.57417,50.536495,3.955645,24.977255,3696.9888,1100.0,1
241.15805,1149.0449,249.36546,94.67504,3.1246276,20.394594,13646.746,3.6961968,0
419.48914,284.31213,347.67664,156.35973,4.062618,9.924196,15696.859,4.273248,0
146.30013,1020.6422,103.869675,85.631325,1.5057194,32.40398,8851.062,1100.0,1
496.42917,458.81555,525.56226,186.87495,4.6680603,7.008037,26819.713,6.3293276,0
466.3175,379.9565,391.02286,191.77554,4.360467,35.5004,23441.639,6.861595,0
233.7116,889.39716,99.2286,91.08342,1.1493227,7.4083705,10063.261,2.970823,0
205.33675,993.58594,330.37527,114.44219,1.6445948,10.104374,16115.619,4.0817876,0
154.37502,1311.3956,185.5941,110.8118,3.3084939,44.23182,16590.965,4.8590846,0
474.77618,917.305,459.27423,189.20078,3.8061306,31.182486,39115.94,8.253407,0
354.52545,755.0742,267.07962,146.07547,3.096335,31.392754,20916.422,5.1108017,0
142.79778,1563.158,201.79536,84.64182,3.1176434,23.10716,12462.17,1100.0,1
322.0644,992.9048,282.36322,144.92557,2.793085,41.817097,24250.404,5.92343,0
306.025,785.7564,344.24695,175.383,3.1332126,21.042807,27761.574,6.3631263,0
160.39687,1123.3666,62.476562,57.392437,1.8974792,18.181921,5635.208,1100.0,1
303.89124,1086.9926,398.31226,135.24171,2.598627,9.912279,24014.7,5.4217796,0
215.35297,932.3594,207.6463,87.93927,3.1241124,7.451475,10430.402,2.912285,0
136.06883,1383.243,102.219925,53.393787,4.846204,22.18536,5738.695,1100.0,1
123.640564,1000.102,140.37708,58.11021,1.5848802,35.092625,5380.783,1100.0,1
112.69308,1399.887,139.01611,52.116623,1.0042262,26.750406,5535.877,1100.0,1
169.50473,1463.7495,135.29381,74.273964,1.5369753,46.782177,9830.38,1100.0,1
198.26825,1561.0492,140.08023,72.59314,4.5018973,41.878387,10392.59,3.3673701,0
516.87225,140.23244,534.0683,198.77614,1.7092515,45.40014,19438.564,7.4300804,0
191.04355,1301.2052,288.0572,114.63622,3.795764,30.399254,18798.902,4.994456,0
139.6098,986.4816,102.752945,92.35097,3.8360856,29.921087,9514.164,3.1908352,0
148.0269,878.28516,204.49374,93.408424,2.672166,24.532179,9808.258,2.9751725,0
204.92595,1027.9631,220.21791,172.1238,2.6923559,10.944587,29708.654,6.9787545,0
493.0155,913.75806,461.7087,182.44193,4.31272,24.199125,37333.35,7.8654323,0
183.66197,1035.1519,105.24171,71.71772,3.0657673,24.472712,7617.9395,2.4618795,0
466.49915,300.80804,420.30017,174.22101,3.2574372,41.274845,18988.982,5.9227166,0
366.44635,1137.8231,245.44699,183.27512,2.555153,40.27149,39109.1,8.285752,0
502.3639,579.3143,267.77426,189.47617,3.6772854,41.87668,28143.39,7.055235,0
341.10995,719.8244,339.21033,114.24118,3.1259449,44.66244,15421.909,4.4369445,0
504.3116,887.13885,203.3345,178.45763,1.823662,1.9327486,33139.402,7.510481,0
134.69849,887.6901,199.5725,87.01589,3.5832908,25.113695,8779.036,2.782604,0
280.29443,1096.2577,420.77005,184.46394,2.334956,16.948755,38648.992,7.813065,0
353.54196,847.17944,174.65295,148.25418,2.7451565,28.116896,22099.344,5.500039,0
216.07639,1062.3027,310.73346,167.8565,1.2551177,43.283947,30294.396,7.0888443,0
156.6128,1042.8656,202.91411,68.83076,2.6023278,14.339504,7583.941,2.3552623,0
307.71048,1171.5336,182.89433,175.01993,3.5436032,49.16421,35465.7,8.162579,0
190.77174,1256.664,324.77054,133.69681,3.3766701,37.435425,23583.75,6.0114517,0
134.7324,1330.2341,176.6087,70.17674,1.3372934,34.212914,8379.349,2.8282218,0
242.75969,1466.4426,182.15588,130.45557,3.2493322,40.99007,25147.092,6.1772585,0
480.0182,494.25027,305.13562,172.12962,3.039801,30.408562,22800.314,5.615392,0
331.59964,1441.3699,176.62683,121.8461,4.0067725,29.458542,23591.34,5.738766,0
485.23074,512.0583,514.14813,182.84196,4.053817,46.65379,27230.2,8.487757,0
149.95601,1237.0828,215.77295,79.05238,3.5660286,25.299417,9870.191,1100.0,1
326.10596,739.13727,186.92981,118.2367,4.875179,46.601555,14770.433,4.066102,0
264.15024,643.1541,210.31268,166.8932,4.2064266,19.72251,20647.55,5.5717154,0
54.353878,1801.124,111.625595,51.764748,1.0344481,6.4299684,5357.473,1100.0,1
113.944534,903.5514,126.58106,75.287926,2.7224176,28.90721,6611.913,1100.0,1
138.10252,879.94824,70.96288,65.435104,1.4298415,33.075573,5455.991,1.9653414,0
112.779045,1731.132,127.25839,106.359245,3.7713456,35.740036,18229.488,5.349609,0
253.5776,556.80597,316.62903,126.383545,2.0150719,1.6374421,13665.641,3.4240365,0
463.0669,607.9904,260.76157,168.33206,1.0954838,24.195871,24029.508,5.4208074,0
162.97006,1171.278,241.60324,87.557205,2.2272415,43.008865,11306.153,3.6185286,0
480.97546,1231.5424,220.31757,187.62889,4.795934,27.370476,45046.895,9.252971,0
382.04794,310.05545,410.9107,161.13356,1.2916458,21.962965,16633.6,4.223429,0
328.19012,1089.0833,259.9505,112.28813,4.508532,28.756435,18000.338,4.531578,0
252.51765,524.8746,392.83997,180.32262,4.551321,40.574905,21796.719,6.3646703,0
138.57648,1485.589,219.69139,103.94288,1.8757426,2.2742739,16521.512,4.6118436,0
431.9605,714.3836,462.7841,180.72441,2.9839242,48.482597,30616.803,8.784705,0
119.83722,1154.4872,172.8025,58.409042,4.251862,19.968794,5995.4136,1100.0,1
424.9705,1104.4745,246.6302,158.95657,3.1231718,13.182607,31485.182,6.7870665,0
96.09636,1244.7043,127.78123,65.48577,1.2278206,35.97946,6498.408,2.4576488,0
233.96904,1486.633,271.10223,177.7748,1.5947179,48.84573,43856.33,9.37028,0
211.57246,1366.4462,177.95215,138.10405,3.9918501,12.277226,25563.498,6.257459,0
134.3446,1192.6898,127.66478,69.360916,2.4229846,26.391466,7381.182,2.549467,0
256.7364,474.25278,432.08255,177.0456,4.3978443,6.9446287,20447.025,5.4137297,0
208.61316,1218.401,342.5859,160.04341,2.9772427,3.7267,31349.447,6.830418,0
211.40152,1348.1891,181.67903,99.31991,1.3087789,22.312986,15115.022,4.1412754,0
142.07411,1331.3868,125.23953,57.292114,1.6981332,21.658407,6332.259,1100.0,1
223.69685,382.1968,403.74164,184.50896,2.9620092,32.60334,18281.713,2200.0,1
83.468506,1201.9011,147.24573,65.89173,1.2247424,21.930384,6356.9087,2.385674,0
491.82288,227.59224,470.38144,183.51329,1.3346312,25.258373,19538.324,4.9426866,0
152.51408,800.6505,164.3439,109.847916,2.224347,23.596462,11277.145,1100.0,1
95.01512,1020.9805,57.100487,54.747627,1.9220351,29.082008,4156.4854,1100.0,1
106.21541,1100.0177,163.96996,87.479614,2.5144913,41.314457,9448.637,3.2150583,0
203.40073,927.3382,214.27074,80.08752,3.7618191,42.095562,9229.665,1100.0,1
174.82816,1029.3822,327.55618,159.01443,1.7152978,41.279507,26526.994,6.611394,0
125.09848,1761.8412,81.37432,78.55434,1.6985047,30.738855,11047.923,1100.0,1
469.44775,685.05743,171.82101,171.37622,4.7238917,18.758362,25638.77,6.7864714,0
196.40523,1509.6847,207.57428,79.43905,2.9078622,11.557791,11924.788,1100.0,1
285.2556,945.9016,105.902626,95.09446,1.2980322,10.060475,11850.06,3.2882483,0
183.03073,913.4661,215.41788,84.30987,4.555126,33.675713,9407.281,1100.0,1
442.81094,1007.7283,178.06918,150.82507,3.9421353,36.02118,27058.238,6.301632,0
229.9365,564.9675,347.7849,150.23352,1.3156292,10.823769,16991.63,4.242298,0
109.74162,1315.9106,132.21584,63.239742,4.397974,41.79339,6656.1406,2.538206,0
351.84128,974.5148,294.90924,128.68965,2.4146647,4.3069077,20825.035,4.784571,0
101.69578,847.7135,167.4974,56.465,4.531461,2.4658525,4704.7964,1100.0,1
293.92023,1127.7446,372.1285,160.15338,3.4118323,10.016149,31264.572,6.7186313,0
128.31628,1358.3516,221.52126,104.89518,1.6495422,15.363847,15509.381,4.3784385,0
230.1932,1132.7871,219.92285,82.15386,4.529134,14.966935,11033.235,1100.0,1
130.3969,1061.2605,182.27632,68.94274,3.4738033,5.954062,7146.953,2.3544817,0
164.18474,1460.0282,237.17116,81.41871,1.2062474,40.381294,11800.165,3.739762,0
160.51265,1638.7532,172.82585,127.87457,4.9756217,40.716213,25190.525,6.474138,0
300.12823,1153.0085,253.75737,157.6062,3.8411622,46.792393,30001.32,7.1571007,0
462.67548,420.30103,222.54619,187.93143,4.984212,13.387319,22226.521,14.235904,0
352.7523,405.6292,313.17532,158.70125,4.050104,46.71654,16881.309,5.242806,0
387.44366,1050.0321,411.83524,137.31476,2.5482912,36.392784,25459.04,6.0974054,0
440.71512,608.5826,473.2342,198.74966,4.259218,32.334503,32008.49,7.653581,0
458.38626,118.74693,490.42725,179.01967,1.6531436,36.806133,15873.521,5.076182,0
259.062,1239.0897,300.44165,122.641106,1.7025937,10.345781,21284.24,5.043145,0
105.91669,1532.1885,272.25635,93.185875,4.419428,42.16585,14165.859,1100.0,1
96.35499,766.8278,169.23161,72.60626,1.9427185,15.869849,5783.915,2.008595,0
258.75552,646.7452,537.17456,198.4278,2.497916,27.071728,30474.598,7.2650986,0
205.14049,868.3297,205.52936,105.11981,2.1855292,41.958706,12313.909,3.5599077,0
126.01844,781.7689,190.3801,96.05097,4.5235333,49.03929,9032.76,1100.0,1
219.91917,872.24994,155.22675,109.36877,1.0472519,6.747892,12852.435,1100.0,1
126.17639,1436.0651,292.95554,118.864914,4.7182946,49.53017,20400.76,6.1988673,0
95.31777,1570.336,154.6771,56.177612,1.689222,42.99644,6333.3325,2.6018224,0
185.98874,1017.57294,293.5911,125.46471,4.54394,45.738968,18034.893,5.243834,0
300.1949,1052.0018,246.40573,114.96406,2.464947,23.724977,17632.275,4.3830824,0
242.19719,1268.291,209.39378,114.37735,2.6479511,23.670979,18559.863,4.7664647,0
144.80113,938.2484,200.7205,80.60271,3.302676,23.570627,8395.027,1100.0,1
188.11896,965.1049,195.89003,162.91135,2.9798439,10.474208,25248.107,6.3678737,0
210.89012,997.8559,143.44275,70.89656,4.942885,5.964832,8026.704,2.410469,0
199.38832,891.84515,242.00262,199.1638,1.6081748,30.873056,34102.28,7.79581,0
180.40614,625.4575,230.97456,106.46872,4.4975734,18.82669,10157.679,1100.0,1
303.46902,998.99756,307.64478,136.94533,4.287633,3.6977232,22353.645,5.244151,0
128.38646,1195.7157,151.60143,109.29753,1.4716536,4.8027906,14469.544,1100.0,1
185.77362,930.9922,192.29019,69.29808,1.2717134,6.7064996,7558.2993,2.1813028,0
411.89337,608.0031,413.7398,159.08897,2.9228382,35.137905,22914.93,5.7375817,0
147.44942,843.8925,339.41586,116.11665,2.357401,14.735012,14012.2,3.8135273,0
151.79803,1066.4557,57.735767,55.93543,4.702814,40.375515,5186.2065,1100.0,1
241.62195,1323.9822,423.24536,173.3253,1.8767465,36.803036,39701.54,8.457869,0
199.59157,922.05835,332.0315,185.99161,2.3874195,18.425917,32075.643,7.1315465,0
114.65881,1474.343,106.55675,52.511982,1.2547635,5.593612,5561.7188,1100.0,1
313.79785,1269.4714,395.8548,195.59341,4.2260237,15.381543,48157.51,9.2159195,0
162.20259,1237.7396,189.14006,108.87333,3.930485,9.23134,15588.884,1100.0,1
406.5105,638.0271,305.92413,162.45045,4.2827296,40.865917,23046.504,5.9072437,0
503.5232,695.7062,356.53583,197.63145,4.046891,42.87745,34359.707,8.229587,0
221.87779,630.7135,346.2433,152.38712,2.494384,37.927097,18379.422,5.096601,0
130.01984,1615.7379,128.75389,119.269936,2.1509178,35.67156,21269.057,5.8170643,0
266.07495,385.1417,358.7628,123.03538,3.1904013,32.251823,11726.446,3.3654566,0
192.0438,1537.434,162.37376,85.53499,3.0453088,35.102737,12948.053,1100.0,1
249.55698,799.5107,221.13966,92.2989,2.6476927,5.7581778,10764.289,2.8303137,0
215.69522,1109.2622,117.2016,96.1691,3.3116806,5.595286,12252.649,3.678148,0
182.67322,935.273,118.79225,82.0344,2.1037962,37.921055,8529.188,1100.0,1
145.53299,1457.1362,202.38129,103.21755,4.502569,1.7429221,16070.89,4.569294,0
317.00946,739.7132,190.2856,135.9564,2.3815398,20.928238,17541.598,4.464395,0
239.86827,683.8927,160.44466,82.78145,4.583297,17.850437,8396.366,1100.0,1
120.39302,858.96924,263.2198,88.26968,1.9435893,44.661198,9019.722,1100.0,1
162.69725,1371.1522,167.43161,91.18944,1.1756831,41.641136,12708.54,3.8673022,0
359.95914,415.16953,476.71973,162.4225,3.4901323,25.139778,19196.521,4.9836364,0
569.6312,572.1154,286.64536,198.25275,3.5685756,38.60958,31146.068,7.512398,0
291.99594,924.0659,242.38423,105.8838,3.7953753,5.1030545,14543.359,3.692156,0
420.78766,484.64532,465.0761,196.74031,2.186819,12.864273,27323.266,6.2560735,0
129.03645,1450.7473,179.75093,97.13061,1.8809501,1.2031811,14148.948,4.1897273,0
83.64236,1606.8287,62.505753,51.401592,2.0687406,13.794039,4978.2646,1100.0,1
327.8135,1190.8491,357.56747,196.51204,4.7605577,44.849472,45995.7,9.856406,0
277.66144,599.85864,358.17783,149.97568,4.625912,26.92307,18458.68,4.864692,0
197.90091,687.8802,154.84308,144.47693,3.6123393,15.596252,15938.837,4.838093,0
348.96518,951.99677,196.91254,178.96481,1.5173115,3.3588915,32127.559,7.5185575,0
152.23358,693.45917,199.55945,74.704796,1.9310356,1.770539,6682.036,1100.0,1
557.79425,1029.0165,356.00293,189.37003,3.3471909,27.590635,42761.32,8.481617,0
65.09264,1587.2927,147.85564,52.63975,2.7322152,12.350185,5405.3716,1100.0,1
342.2495,533.44415,362.09055,155.9788,2.8410246,24.657969,19286.965,4.8050823,0
140.62552,1062.0271,257.5667,86.257774,2.749117,44.611145,10224.178,1100.0,1
283.91635,1478.7776,198.47078,106.5209,4.601861,7.0178165,19180.49,4.931997,0
252.5775,1156.4305,118.66226,95.40642,2.6051624,5.9006386,13024.92,3.7261288,0
171.0913,1556.806,59.334686,58.76812,3.805943,2.8575237,7112.3677,1100.0,1
109.09002,847.06366,86.01915,68.7088,2.2199066,26.708275,5338.455,2.0211022,0
533.22156,294.56357,299.43518,184.70946,1.2254211,42.983486,20045.848,5.8150387,0
264.47235,1444.828,286.83734,143.0693,1.8971399,24.59012,30215.93,6.654086,0
386.6116,1181.2793,383.3661,161.35199,1.2339257,16.825888,34411.637,6.943362,0
310.25052,1170.6082,453.53452,157.24567,4.378492,41.559532,32245.59,7.8767586,0
232.1301,1315.1003,183.15825,105.29353,4.78782,3.3071644,16511.406,4.4684253,0
127.95099,1753.44,63.74037,50.420925,4.3747025,6.357448,5776.431,1100.0,1
122.977005,776.20337,180.9003,88.99316,4.0864425,17.38964,8024.2686,2.598857,0
149.59224,1496.092,203.28369,97.55102,2.6954663,38.089436,15076.589,4.469752,0
318.99472,922.3714,290.20996,140.41208,2.0785685,4.5553226,22078.438,5.0763955,0
220.34485,1219.3846,120.083755,94.253845,2.358094,2.3711162,12786.603,3.7477875,0
147.63736,1520.1396,186.1608,81.403465,1.6970576,35.24121,11504.606,1100.0,1
271.6994,529.32764,378.14743,178.62665,2.806467,15.667058,21811.324,5.447321,0
305.7607,447.04395,289.78397,150.07732,4.828375,38.9628,15600.385,4.7269864,0
224.07935,1192.5524,196.83318,188.25912,4.0600667,27.934235,39362.312,8.801755,0
133.4832,1213.6433,314.81055,109.091644,3.4402087,11.607683,15953.964,4.3730545,0
432.20193,447.90576,439.38248,192.06158,1.4161096,19.961075,25348.756,5.992113,0
114.76676,1583.4463,233.11569,112.59418,4.3519306,40.6453,19518.133,5.5425415,0
312.21005,669.0985,360.10855,127.68966,3.202083,26.569984,16577.924,4.197294,0
77.629555,1369.7788,149.43454,50.083534,1.9616797,48.174465,4812.451,2.1593316,0
453.74646,620.051,370.0132,194.40782,1.4763906,45.545357,30546.57,7.6574855,0
514.1841,602.11804,417.44382,181.13223,3.4204438,26.991331,28800.05,6.6058216,0
247.52367,1415.5424,207.26942,98.072426,4.1577263,31.195835,16094.632,4.4104214,0
103.66276,1282.9998,148.29396,52.37685,2.9666464,33.39932,5244.359,1100.0,1
179.94366,822.1913,293.22903,175.55766,4.8005815,18.872274,25991.436,6.4573064,0
276.71036,781.5999,397.04514,149.0175,4.378437,17.415287,21830.08,5.2896404,0
208.15381,1089.2322,264.5579,148.54652,4.113782,25.063314,24786.4,5.9832807,0
183.43575,1089.6265,258.19565,89.461945,2.8471837,42.13472,11543.026,1100.0,1
230.1076,1150.932,269.48288,96.86873,3.966554,19.400463,14053.365,3.8160625,0
323.08295,1229.5854,216.04453,137.62694,3.491973,35.158558,25499.447,6.012525,0
342.72366,1295.004,317.60703,115.47383,3.7083652,3.4792202,21538.773,5.050162,0
389.23642,640.09705,306.25577,131.83218,2.71319,5.1301427,17604.184,4.108024,0
352.622,944.08594,128.38,119.87525,1.1952459,26.54922,17295.354,4.3504553,0
180.3892,949.5768,107.20685,78.47833,2.371094,8.542322,8037.6636,1100.0,1
132.31656,1583.3062,281.4516,126.38089,2.5310931,2.6909597,24438.686,5.993044,0
185.40176,1360.7697,277.87756,104.82549,3.1553574,46.514668,16822.166,5.060141,0
180.65573,1035.2261,131.02133,130.2828,2.4487233,23.49096,17872.586,5.0558543,0
213.7272,432.44522,399.47824,140.43182,4.8244853,34.740597,13666.309,4.2520237,0
522.78986,227.35371,321.4499,186.2751,4.999616,39.362343,18853.299,5.73907,0
130.65616,881.19995,202.82141,97.14609,3.4799082,43.763428,10080.95,3.3232112,0
104.1866,1201.8099,89.73641,56.92118,3.0816004,25.009407,5176.2793,1100.0,1
367.47733,772.43524,412.74283,148.62883,3.379039,48.567818,23233.031,6.980767,0
154.43077,1275.0934,159.16344,111.93588,4.875923,49.67794,16290.654,4.870649,0
109.85866,1091.2671,77.35975,71.85308,2.0275724,5.508478,6603.649,2.5344095,0
192.22054,839.5254,149.52403,133.29123,1.0599691,45.170845,16135.984,4.5423336,0
125.48438,953.20795,98.923996,57.213604,3.8674982,20.917439,4920.061,1100.0,1
230.12071,690.3786,241.71121,194.75955,2.4210496,39.440254,27332.686,7.002322,0
385.4812,659.68445,341.47415,159.50192,3.843406,9.935988,22911.84,5.3611555,0
243.29987,509.6554,475.11182,158.85297,3.8846097,42.896614,18632.62,6.0982704,0
285.7857,728.4262,224.53429,166.48563,1.0624195,34.55908,22946.715,5.615825,0
127.80379,1258.1522,285.44342,106.530716,3.2174475,45.922916,15481.492,4.9101324,0
171.24568,1526.1797,119.22403,89.16978,3.7478912,3.1287448,13050.893,4.04544,0
230.34679,679.3585,198.0464,88.29172,3.1716783,12.561982,9063.058,2.4606493,0
80.18051,1542.41,143.83022,66.187935,2.918027,44.359795,7516.514,2.9914706,0
205.98416,908.99207,339.18958,152.58191,4.9905896,8.622782,23208.494,5.6261244,0
85.8355,856.48364,102.67177,68.748604,2.3517444,24.877121,5158.3477,2.0189724,0
360.5596,1018.56903,262.7368,127.5732,3.3982797,8.632926,21023.328,4.929041,0
269.24573,880.62695,563.73553,199.64009,2.3230762,24.629072,38591.117,8.208987,0
205.2274,1033.3978,142.32117,120.46951,2.1520967,6.282635,16236.18,4.536233,0
298.58832,1038.4326,216.64658,155.46004,4.8540864,36.05025,26797.783,6.3968883,0
443.0585,857.97003,171.02393,165.05344,4.91409,11.299153,27621.795,6.8998766,0
439.3741,962.0365,214.28935,181.57545,1.4789124,10.000607,34914.22,7.5264764,0
188.67104,1345.9044,268.8448,169.61696,4.6497273,31.765509,36396.957,7.9760003,0
392.3912,675.41235,310.44458,137.35243,1.7617476,17.701862,19080.057,4.3924913,0
315.15143,198.05292,492.53528,165.35283,4.5252256,9.845128,14301.274,4.0050616,0
111.48614,794.5181,102.426216,72.040825,1.330797,37.822117,5597.8745,2.0368762,0
250.92287,639.1152,515.9473,173.78943,2.933543,34.58598,24595.965,6.540966,0
184.9083,1035.6837,162.6297,138.24097,4.402226,14.442373,20036.59,5.4055996,0
230.17734,831.4229,141.31651,77.812935,2.8498104,20.042393,8354.827,1100.0,1
425.03687,681.25024,259.1039,193.4554,2.6825624,2.534894,30472.764,7.224764,0
181.58058,1488.54,205.3585,147.25043,4.7000856,8.910539,30324.219,7.0766892,0
247.72008,798.80615,231.83249,86.97017,2.7968476,47.107647,10148.959,1100.0,1
128.16577,1358.2592,143.18651,51.96108,3.7159808,26.618309,5671.6577,1100.0,1
90.05546,1479.3975,141.12663,88.35112,3.8689463,48.35091,11534.787,4.009159,0
189.78127,1669.7693,83.99349,79.24548,3.4209554,40.775505,11707.595,1100.0,1
239.18001,1325.5331,177.41643,96.02386,2.715755,35.78328,14617.907,4.0828514,0
78.52873,1666.4005,189.74864,65.389885,3.7108583,42.06005,8099.3057,3.233003,0
108.22489,839.5699,90.40712,59.410534,2.2107663,2.6288514,4499.7534,1100.0,1
253.7191,636.2866,525.7213,178.50563,4.3986406,45.61631,25628.496,8.170548,0
226.44725,1264.1301,185.61644,132.55438,2.044665,14.4161415,22762.975,5.599719,0
408.66986,1155.3153,434.61166,156.3786,1.0554719,34.151764,33157.633,7.09139,0
