1.206120452880859375e+02,7.811780395507812500e+02,2.485198974609375000e+02,8.714485931396484375e+01,3.572882175445556641e+00,1.226513481140136719e+01,8.301712890625000000e+03,2.556422233581542969e+00,2.000000029802322388e-01
2.765195007324218750e+02,1.575343627929687500e+03,1.229541397094726562e+02,1.002550964355468750e+02,1.110939502716064453e+00,5.616489410400390625e+00,1.767470507812500000e+04,4.733616352081298828e+00,2.000000029802322388e-01
1.451038208007812500e+02,7.180235595703125000e+02,2.187820129394531250e+02,9.908286285400390625e+01,3.180639743804931641e+00,2.729903602600097656e+01,9.428238281250000000e+03,2.919922351837158203e+00,2.000000029802322388e-01
2.142370452880859375e+02,9.062335815429687500e+02,2.819505004882812500e+02,1.584655151367187500e+02,2.806197404861450195e+00,9.849590301513671875e+00,2.417439648437500000e+04,5.779070854187011719e+00,2.000000029802322388e-01
1.757509155273437500e+02,1.052447631835937500e+03,2.561601562500000000e+02,1.068858184814453125e+02,2.160913228988647461e+00,2.305872201919555664e+00,1.420213183593750000e+04,3.852173089981079102e+00,1.500000059604644775e-01
5.038068542480468750e+02,1.050505371093750000e+03,3.311626586914062500e+02,1.703194122314453125e+02,1.159829139709472656e+00,1.494452762603759766e+01,3.592746875000000000e+04,7.037874698638916016e+00,2.000000029802322388e-01
3.736499328613281250e+02,4.936177673339843750e+02,2.968197326660156250e+02,1.859255676269531250e+02,3.659592151641845703e+00,1.883090972900390625e+01,2.309961132812500000e+04,5.975253105163574219e+00,2.000000029802322388e-01
4.332406311035156250e+02,3.585192871093750000e+02,3.720260620117187500e+02,1.851022033691406250e+02,4.836890697479248047e+00,5.699304103851318359e+00,2.112541796875000000e+04,1.243357753753662109e+01,2.000000029802322388e-01
2.156284332275390625e+02,1.321644287109375000e+03,3.767446899414062500e+02,1.587058563232421875e+02,2.553479433059692383e+00,4.513684082031250000e+01,3.340781250000000000e+04,8.071809768676757812e+00,2.000000029802322388e-01
1.314504241943359375e+02,1.702438232421875000e+03,1.462773895263671875e+02,1.152338562011718750e+02,3.904873371124267578e+00,3.517510604858398438e+01,2.111061328125000000e+04,5.787114143371582031e+00,2.000000029802322388e-01
2.413167724609375000e+02,1.581453369140625000e+03,1.315250396728515625e+02,8.322174835205078125e+01,4.043719768524169922e+00,4.535701370239257812e+01,1.320042578125000000e+04,3.978228807449340820e+00,7.999999821186065674e-02
1.491830444335937500e+02,1.365515869140625000e+03,1.479953918457031250e+02,6.170683670043945312e+01,4.846661090850830078e+00,4.108483505249023438e+01,7.268912597656250000e+03,2.591851711273193359e+00,2.000000029802322388e-01
1.442480468750000000e+02,9.308422851562500000e+02,2.384531860351562500e+02,1.438935699462890625e+02,1.695692062377929688e+00,2.076330566406250000e+01,1.967891210937500000e+04,5.105348110198974609e+00,2.000000029802322388e-01
2.742900695800781250e+02,6.458252563476562500e+02,1.404062194824218750e+02,1.184982681274414062e+02,1.660495281219482422e+00,1.249567890167236328e+01,1.258433496093750000e+04,3.542010068893432617e+00,2.000000029802322388e-01
2.911567382812500000e+02,9.095799560546875000e+02,2.767899475097656250e+02,1.201261444091796875e+02,1.608845114707946777e+00,3.869478607177734375e+01,1.719141992187500000e+04,4.427071571350097656e+00,2.000000029802322388e-01
1.487110137939453125e+02,9.838386840820312500e+02,1.459813385009765625e+02,5.018401718139648438e+01,1.226840496063232422e+00,4.682300567626953125e+01,5.015727539062500000e+03,2.200000000000000000e+03,2.000000029802322388e-01
8.094593811035156250e+01,8.685083007812500000e+02,1.822284393310546875e+02,7.852948760986328125e+01,3.139355659484863281e+00,1.057660579681396484e+01,6.726904785156250000e+03,2.373054981231689453e+00,7.999999821186065674e-02
1.532695617675781250e+02,7.229274902343750000e+02,1.325722045898437500e+02,9.541318511962890625e+01,1.380888700485229492e+00,3.834503173828125000e+01,8.502293945312500000e+03,2.715224981307983398e+00,2.000000029802322388e-01
1.567474212646484375e+02,9.444125366210937500e+02,9.304363250732421875e+01,7.206895446777343750e+01,3.086743116378784180e+00,9.168838500976562500e+00,6.810849121093750000e+03,2.337691307067871094e+00,2.000000029802322388e-01
3.809225769042968750e+02,6.433233642578125000e+02,1.731172943115234375e+02,1.663696441650390625e+02,1.045014858245849609e+00,1.513872718811035156e+01,2.220181640625000000e+04,5.670723438262939453e+00,2.000000029802322388e-01
1.428244018554687500e+02,1.023069885253906250e+03,1.789533996582031250e+02,1.307599639892578125e+02,3.094874858856201172e+00,1.361992263793945312e+01,1.761231445312500000e+04,4.868902206420898438e+00,2.000000029802322388e-01
2.747336425781250000e+02,2.691564941406250000e+02,5.008575439453125000e+02,1.980870208740234375e+02,1.206482410430908203e+00,1.101203918457031250e+01,1.855210742187500000e+04,4.985071182250976562e+00,2.000000029802322388e-01
