a,b,c,d,n,t,D
226.71805,1224.0537,218.18951,115.58295,1.4663028,46.007313,4.9202404
225.79791,620.20844,264.88754,100.1376,2.0401363,14.8100815,2.754775
228.80801,1043.7745,226.63335,96.67784,4.096279,29.884563,3.6274323
126.61533,1111.6263,90.28787,67.46781,4.9179583,23.467863,2.3853905
569.4893,210.89622,453.54877,197.7604,2.785736,47.79508,7.685421
133.94672,1093.1986,54.369263,50.039574,3.8358116,17.42855,1.7107435
339.3563,746.82,350.06552,139.59435,3.7765548,28.948914,4.954183
195.38435,670.45984,165.25569,66.45752,2.5857832,23.86412,1.7538306
192.80278,1359.2625,241.92912,140.86777,4.7540183,44.905228,6.6498785
552.2463,1192.459,218.13734,196.33707,2.3175073,28.109924,9.663342
317.19525,497.70004,261.62546,128.68411,4.967654,32.075428,3.7470193
192.28784,1474.8618,232.80495,82.514656,3.3665388,41.954243,3.90426
171.17671,847.56714,240.04015,81.771996,3.6917343,44.77159,2.9119961
260.46826,1309.1863,348.31982,153.44041,2.7726727,17.525034,6.8942327
184.11179,1271.4786,209.04678,93.737686,4.8326836,1.8139216,3.782768
276.93933,1504.4951,154.22372,111.83135,3.8930807,28.331453,5.2551417
174.38635,663.05133,484.41367,169.09843,4.121435,45.26389,7.3657517
324.91556,1003.03204,171.45926,160.79839,4.2665305,33.529,6.6999006
431.90308,1368.5542,185.79063,166.5808,3.8552995,27.537905,8.359176
225.3682,815.9314,85.0426,84.6561,4.390611,8.678628,2.770849
253.84383,978.85455,516.61176,199.92688,3.685565,18.369425,8.434297
259.88116,783.2897,125.4994,117.558716,4.3426948,17.696917,3.9665039
392.18155,855.8872,156.48477,132.98828,4.7875814,6.156054,5.0460253
163.83636,1297.785,123.356026,117.355385,3.7177117,6.667689,5.151756
302.2402,894.51733,427.9445,184.82558,3.5635242,36.023785,7.7659755
374.94873,1138.8573,148.1149,137.97354,3.7340996,49.3714,6.056361
256.93295,1049.0924,323.06995,123.706505,4.878029,24.55455,4.9079895
383.63364,507.17093,218.2086,161.4818,4.3580794,4.2257605,5.081913
174.8681,1340.5629,201.32991,109.20097,2.6497426,28.961172,4.638717
439.14838,1052.3544,319.96896,186.46692,1.659931,39.444424,8.208029
238.1085,1306.5653,229.66382,132.42126,2.2226868,13.169496,5.6863456
180.20802,1003.2807,496.41977,168.09499,1.2684693,30.92307,7.0791965
148.86395,1576.9382,57.93894,56.39497,3.0421782,41.00412,2.5290458
241.31009,804.11273,121.33737,98.401215,1.8947427,29.997368,3.049648
339.51303,1063.237,207.46672,153.70667,2.4714952,36.973545,6.3053064
152.1252,815.96216,222.97414,99.74753,2.0537455,12.900311,3.0218303
169.1318,836.28766,151.77446,87.52266,2.4048607,17.192886,2.6402404
72.95299,1515.8461,189.536,67.272446,3.1417336,46.074696,3.1451385
466.52206,293.7536,546.53485,188.32756,3.831791,47.27917,8.842862
361.8401,644.8032,157.22928,127.72752,3.6822288,14.5688925,4.0611057
186.6247,1181.0403,174.87192,66.81523,2.9259284,14.042396,2.4874575
206.89365,1137.0676,131.4093,116.56752,3.2067041,27.911297,4.5928288
466.8731,892.3203,324.40204,178.80836,3.902985,18.05414,7.2545075
153.69072,1040.6261,286.96533,147.40771,3.1946056,36.18747,5.8786798
281.64743,720.991,416.5165,187.80182,2.310423,18.14073,6.597783
197.18388,1100.4979,300.1675,138.4696,1.7407341,48.29902,6.1620135
288.38968,761.02423,357.95477,155.4846,1.8612564,34.66437,5.558059
404.50238,943.4823,187.09761,157.26146,1.5735391,27.7476,6.1139493
331.39304,1288.5427,334.61102,135.8568,3.7506998,1.4706511,6.007736
125.19391,907.85297,164.43465,78.40844,1.3426447,18.846302,2.4124188
538.6488,864.6901,383.52225,180.56131,2.8988078,14.148286,7.315016
399.15567,706.7438,206.41685,169.55687,4.639566,47.15153,6.451079
312.78668,816.5532,532.09375,193.06293,4.046746,6.0169606,7.4255376
340.22327,351.343,361.8346,187.3484,3.5421605,3.8057294,13.043581
194.47607,874.59406,172.86443,96.47877,2.1963756,19.80729,3.0720124
187.62083,1272.6953,139.90147,68.94502,3.505065,14.725247,2.696736
149.57257,1486.0331,278.50818,104.49498,4.415427,46.639088,5.302635
187.9,889.22876,125.39976,67.25209,2.026735,15.473948,2.062856
378.9405,1030.1125,137.97491,137.18466,1.3314905,2.271027,5.7311106
108.965385,1716.7161,171.65535,68.87382,2.3601089,39.27048,3.364261
213.53976,1198.9807,229.44978,81.075645,4.090916,39.716194,3.3130887
451.69623,398.31747,424.6328,197.39606,2.9895668,13.182424,7.801478
102.61559,877.67285,268.87524,93.83512,3.1571567,8.774442,2.964546
272.6342,472.58835,410.96594,152.79037,1.4058954,28.565374,4.4039197
516.39386,551.28546,297.83414,189.88565,4.598164,34.48334,6.8776197
254.3387,639.7082,406.80133,149.68399,3.0926454,18.679304,4.80424
147.49333,1481.5248,88.89639,68.23934,3.0348823,39.05787,2.9436438
320.9994,616.4292,219.00658,111.51831,2.54422,19.902082,3.2657235
338.4561,1121.9403,212.06186,131.39958,3.3098001,36.884125,5.438243
310.97458,1382.054,213.11176,187.77472,3.2382174,28.896313,9.35481
219.51625,553.8211,281.87198,126.93179,2.457948,5.6162887,3.4264479
113.585655,1653.5446,150.85023,74.54848,4.5730457,11.394036,3.4265108
209.74867,1240.7231,239.05685,103.88889,4.8554897,34.14805,4.371928
118.39093,1275.2545,148.36089,78.05986,3.4191985,2.6354806,3.0136678
383.47064,515.066,155.74158,152.80591,3.0571923,15.89265,4.940198
61.02658,1089.4161,70.17525,56.072674,4.31826,42.21983,1.9149785
335.90607,288.02792,438.1282,174.7119,2.4798908,44.339836,6.1514597
207.09367,949.71747,167.71718,118.44356,4.4526877,41.194794,4.278354
234.75145,765.1676,172.845,103.09274,3.4784062,28.921032,3.2145252
151.65349,1014.978,121.930214,63.329285,1.3154067,20.579836,2.0652242
314.61945,917.389,363.02493,138.31615,1.4426162,12.951656,4.9876776
546.05444,559.2039,289.21338,190.65398,1.8890637,38.90612,6.7757716
473.649,142.00162,517.58923,197.36444,2.1917892,11.967889,12.880672
206.61832,1521.3793,234.75247,139.6663,1.393029,1.4771328,6.571912
262.35825,950.5125,270.69626,122.104706,2.5234811,38.289448,4.5954103
180.7615,1195.4299,144.97252,61.254322,4.0236526,37.465412,2.3110976
357.38217,1006.75824,397.9123,163.3108,2.5042512,16.072315,6.59851
254.5554,611.02704,239.54811,99.0765,2.6929858,25.543818,2.783905
186.85397,740.3819,288.11163,104.76418,1.6089151,34.4828,3.3528242
117.63239,1378.7983,310.96243,105.63661,3.7536259,23.400532,4.690284
138.89178,1175.4927,91.23965,67.35578,4.1431026,15.322125,2.4824297
167.24292,560.27844,422.40634,166.59416,1.7613525,2.861204,4.8461485
128.4017,1538.2705,281.14767,104.67334,1.7220175,36.36498,5.015952
53.534073,1795.6067,113.48133,52.066883,3.7177722,37.843224,2.5337596
122.58592,1128.3748,106.81353,50.63595,4.2033315,10.284421,1.7448297
449.02805,863.8624,309.22693,154.16287,3.241972,21.326138,5.9082475
237.94539,805.1591,220.14091,103.43208,4.3415103,11.32254,3.320513
204.0369,1591.0123,148.23465,78.83807,3.822965,31.23548,3.650017
247.67389,1220.5818,493.04834,166.50633,1.3897314,11.4420595,7.259663
84.25266,1064.171,114.49316,84.07631,3.430995,40.271324,2.9695928
245.517,889.36115,287.7549,96.12143,1.1747735,10.652598,3.1319413
117.573494,1186.126,196.07405,71.46026,4.7193146,5.395484,2.651485
243.85818,456.49786,571.07776,191.10593,3.9751234,33.991943,6.8125653
280.60358,1114.0481,209.0098,112.886375,2.610702,21.625093,4.3751717
284.05856,728.6333,351.25513,195.72127,3.0970674,6.400041,7.0000653
253.9932,1112.0273,199.12276,91.04448,2.1216416,10.923277,3.3830295
169.29054,785.0735,372.27014,124.14722,2.1253815,14.280438,4.006495
187.35703,1136.2966,98.56593,75.116844,4.575079,37.60573,2.754107
223.01387,818.67145,265.22092,174.42496,3.0059133,7.3081574,6.2844653
458.85107,637.8496,430.03232,185.09457,3.8945248,44.43671,7.8887353
164.21893,1297.1284,270.27512,133.41124,4.4091854,45.559208,6.234718
255.10359,1546.2959,117.13338,99.21322,2.5178099,29.707912,4.6474085
222.04349,717.7957,332.19138,159.03639,3.6221282,2.83636,5.2678347
466.90454,864.8808,365.54684,198.79662,3.7434294,16.824831,8.131206
187.95541,1594.5503,135.71327,89.70658,4.623104,48.16971,4.3592834
205.84846,1314.7716,172.19762,94.852,4.1456947,19.580952,3.951382
323.43732,673.94495,367.4288,193.18327,4.550364,23.04847,6.9442544
198.12921,906.68884,352.05753,196.07458,3.2459533,9.1556425,7.6004186
212.45348,749.4218,133.0568,83.25969,3.724517,13.214802,2.4111326
319.80045,726.7822,236.98564,118.99347,3.680461,31.11145,3.8965354
141.79436,1046.6437,211.06787,86.44438,3.8204439,31.855452,3.0410757
467.14865,1145.1122,240.63521,197.34706,2.790716,46.16639,9.639641
203.83875,1336.0469,339.02975,143.5792,2.8994443,18.8653,6.417579
180.16801,1428.7565,152.76575,104.07369,4.926425,39.75378,4.671689
338.37546,1367.4342,188.39342,148.65993,4.7566557,13.430851,7.0855446
234.02309,1478.0581,271.7881,107.238045,3.6647606,39.6623,5.2208834
150.95093,1645.7429,86.06124,82.50522,3.0311263,30.066813,3.8972685
186.43816,725.07007,237.59775,88.4594,4.814875,1.8765243,2.5398364
76.04838,1238.6531,107.41613,61.621815,2.7830281,20.347546,2.259914
350.08328,775.89984,262.46838,165.91869,4.6527066,48.253906,6.629074
407.12836,233.9305,457.21674,179.1995,1.9229072,16.00919,4.555805
532.2555,92.56363,390.9318,187.75192,3.3232863,2.1527395,14.539226
84.65329,1706.6155,120.71601,62.068134,4.9991045,41.168945,2.9875288
333.5077,1274.2052,241.19983,139.06866,3.6789699,5.9519315,6.139431
159.572,1587.5178,216.01884,116.173,3.8589745,45.40395,5.79704
391.5084,1093.5845,165.56346,159.71574,1.3457768,36.970886,6.7721686
353.78558,1192.687,222.92981,145.2017,3.8662002,36.392204,6.369984
445.92096,1192.6879,265.1901,163.29027,2.7481112,22.747637,7.3079653
401.7338,1036.5212,259.91998,190.24449,2.6839416,22.98884,8.17225
317.82864,490.38138,295.95074,191.84235,4.316889,34.31327,6.307311
223.77274,867.3382,202.19197,134.62209,3.056976,26.492765,4.6700525
277.92752,990.02515,175.39795,141.51591,2.86203,21.918734,5.4284167
207.40617,1190.764,199.84657,134.64697,2.1587112,44.65118,5.682527
55.54971,1019.9083,101.56901,55.4981,2.1961818,27.519838,1.7611997
174.66681,1473.8933,180.78339,115.96234,1.171424,17.845898,5.178613
134.31242,1344.217,362.4587,132.135,1.7502856,4.6973877,5.690369
130.19344,961.43677,160.33167,124.41691,1.8647388,24.092012,4.38749
57.330242,1598.0869,131.45244,55.993477,1.6587358,10.168615,2.4597375
147.17549,1532.1277,227.7561,86.44051,3.1883733,13.556174,3.858513
265.58304,613.2284,266.45956,147.33777,1.0078988,33.880043,4.41648
53.22302,1288.4738,134.13515,50.343594,3.6429124,49.483906,2.042138
197.90161,867.58356,228.61626,84.411224,3.5359519,30.736917,2.7419324
356.2036,1170.5476,334.66895,137.2749,1.4223256,7.989143,5.6504407
222.81912,888.1272,121.95951,103.35926,2.7941818,14.08555,3.4662836
363.4685,641.19666,253.60133,172.45024,4.4863653,7.102259,5.9533534
175.23047,1103.3822,102.94036,94.03107,4.7616796,40.865864,3.5400462
176.24998,1162.2074,240.51622,130.41357,4.8405805,21.788843,5.311896
352.13586,695.4015,217.73576,164.56544,4.972464,22.148872,5.817099
110.2369,1235.9482,260.83524,108.734215,2.541417,28.842804,4.4542437
243.89072,744.1039,312.2225,126.045616,1.5062319,8.42519,3.898844
147.47859,975.1675,226.29881,109.528564,3.92075,16.446392,3.873381
440.75656,631.41125,313.51248,199.62007,2.5457814,34.05012,7.240254
230.81355,1043.4208,257.99118,175.69041,3.5287313,11.8718,7.1709275
128.53572,1284.383,154.37715,89.812614,2.521542,9.221638,3.55739
453.71512,970.458,214.07855,164.9524,3.998069,13.718922,6.9058332
178.65672,1602.1414,204.03127,73.78384,3.3093438,22.760725,3.411306
105.32406,959.5276,77.26385,61.583622,1.444604,17.349506,1.8637193
354.30896,1135.322,191.53577,177.33238,2.5749784,35.367123,7.9640145
400.08105,451.50946,149.876,135.90549,4.0261745,27.003304,7.518119
257.1612,765.10394,379.30746,149.50554,2.2283888,12.208714,5.0053334
166.05853,887.68097,158.66849,74.12125,2.020648,1.3198073,2.2524018
287.95096,1224.4056,274.54953,106.11598,4.24422,9.005962,4.3950987
408.09488,1016.5762,319.32986,152.20052,1.3011705,2.3559434,5.9032607
502.14423,475.2925,506.19653,199.04747,1.4199541,21.131084,6.4863424
224.87671,856.3246,278.86737,132.28159,4.374291,23.591505,4.630836
412.72137,363.9453,386.15497,167.60966,1.6611711,25.986458,5.636374
110.52296,1056.9401,131.98267,55.267845,2.8946877,11.701625,1.8258686
344.59116,1417.6685,231.15073,134.81058,1.4735726,27.753351,6.2156954
204.43713,752.7794,213.03668,85.518326,1.85975,27.133476,2.4735818
129.86093,1672.2665,161.22926,128.96086,1.39331,21.078344,6.4076414
208.66586,1526.5579,160.10608,82.01221,4.6681013,38.164227,3.759764
506.81308,1124.4248,341.9878,172.92729,3.2967334,31.323257,7.8986855
93.38416,1228.0476,226.05194,77.56798,3.7167978,49.60089,3.4682868
558.2694,1202.993,210.37381,197.50894,3.9975166,42.54517,10.135874
500.83014,758.5211,306.08685,195.3581,4.217975,3.1798213,7.7614503
162.61563,869.3648,274.66162,97.43092,2.3194702,27.06527,3.2253246
377.5007,619.5961,392.5769,140.97327,3.218479,19.555073,4.6167
110.676125,923.50616,102.70577,89.55827,1.431665,13.903715,2.8734426
66.14467,1756.0284,159.35765,57.496597,4.9240246,30.21082,2.8078427
265.69214,802.4,243.14609,165.70293,3.7430673,5.5109935,5.9648633
168.18892,770.006,340.0631,126.754265,4.0081515,22.632784,4.1979403
357.124,1146.5582,469.1909,166.78445,4.065477,28.061308,7.715551
236.89116,594.3575,253.26883,115.637596,3.7601004,25.411879,3.3060725
155.17883,1344.3319,291.1547,113.91574,1.261668,10.676828,4.803141
487.75098,859.69543,521.05975,183.3789,3.838339,21.790339,7.7637167
401.1376,813.52563,298.24316,151.7699,3.4666595,25.689642,5.5899405
287.3177,661.33997,402.36816,154.23555,4.180671,30.054583,5.382075
98.5363,1706.0377,112.30204,88.06321,4.9189725,22.483345,4.2809696
127.99183,888.397,70.82765,51.482468,3.3134196,6.3914413,1.5083644
558.3018,324.82504,351.96503,189.83945,4.8716974,47.92936,7.7854323
233.94734,1496.4075,143.09277,130.46779,3.1769898,43.083534,6.276011
222.60728,826.7439,125.51976,83.8968,1.7839502,38.021576,2.5251133
195.60115,1093.7059,464.331,172.51357,2.8962135,14.348032,7.1937623
261.68057,724.21814,134.13766,124.01422,4.794643,40.21015,4.083362
244.91295,753.02637,326.60938,182.83134,2.022639,23.054642,6.379003
257.96628,931.8876,238.75127,123.726906,1.3225644,47.679718,4.707428
399.9111,930.719,191.93863,154.2495,4.596281,41.027077,6.227266
218.6675,1010.915,298.44177,171.2705,4.2354264,39.533546,7.1229906
489.07248,661.7085,181.39403,171.8504,4.3598237,22.668571,6.529279
474.397,331.86905,444.52664,190.92082,4.3507237,26.08251,6.2283864
357.51224,346.7078,439.41772,195.50331,1.6960356,5.714567,12.000235
232.59868,1179.6364,384.32407,134.68443,2.7280235,3.8572104,5.510967
303.2469,639.85754,305.93097,105.90932,4.2921543,46.608776,3.9225712
468.59473,1139.4547,283.1791,188.67755,4.510822,31.480572,8.789669
191.62599,1533.0867,263.97162,117.39849,2.601376,33.472095,5.6049047
199.60013,840.3443,287.88458,99.86071,3.8603754,47.83483,3.9295404
178.0854,1022.9319,65.26965,63.492702,3.2034607,10.323758,2.1808474
107.41799,1030.484,173.67912,61.50579,3.9065154,35.365635,2.1274984
450.1296,253.6054,406.5867,160.78522,1.4922289,21.30337,4.0569134
514.44794,454.48428,420.4414,189.64542,4.946684,37.90281,6.977501
324.42017,467.6249,285.6773,110.037,4.4931903,3.6803496,3.1797917
418.68265,482.22647,359.2589,194.18028,3.6055346,1.5437974,6.8171463
102.74766,1139.2787,221.17754,87.89985,4.8542,22.025394,3.3131337
161.86633,1445.2045,111.971535,85.011986,4.1610794,41.342556,3.696562
221.40273,878.6238,118.29028,89.97116,1.5375984,47.076622,2.8995404
198.09149,664.4988,351.9526,182.43904,2.9222088,41.33209,6.631018
114.65392,1222.7031,241.64749,98.59164,2.3803518,23.367474,3.9084058
75.64851,1661.615,165.23808,63.687794,1.6318041,7.2926764,2.9052646
208.58418,1124.4136,332.68323,133.67986,1.6521341,33.40339,5.5007033
207.81181,969.2501,346.62997,167.69812,4.753209,34.72828,6.816832
294.91922,1201.3031,293.1637,175.13788,3.5559204,8.035236,7.7316346
133.81946,739.9561,154.70116,132.88013,4.988084,13.146757,4.4523773
260.00476,1171.2682,256.58276,165.49966,2.7709224,42.29014,7.2938204
391.86267,308.31592,388.7736,141.65442,4.230324,44.262074,4.714428
321.79337,905.62396,358.34116,140.59283,3.100547,43.061153,5.889928
231.58301,1606.9849,153.62045,146.71564,3.729172,28.876265,7.5874753
155.45084,1347.6442,160.17783,54.04254,3.7423818,42.12465,2.2764544
155.98828,758.52686,179.65767,60.68878,1.3071123,4.3240247,1.5716192
155.54796,707.09766,305.49075,111.98689,1.6124825,33.860184,3.5133765
301.12698,789.47375,195.62115,151.06657,4.652531,32.009968,5.421168
152.67662,1269.7045,232.35631,85.57843,1.3007941,13.1951065,3.3399298
348.762,1274.6259,285.16345,151.37006,4.9827785,44.698444,7.338919
205.9348,706.7003,336.16837,114.74312,3.6461823,24.284796,3.6494796
126.41216,1038.3215,100.39312,80.84985,1.1746111,33.464104,2.7273028
213.96431,727.4515,246.68637,95.467445,4.0499754,34.718964,3.003744
80.47415,1335.6013,203.29198,69.39363,4.331783,12.603148,2.7835238
319.85706,514.048,437.96484,196.1093,1.1673334,44.4499,7.2600837
459.76273,668.7595,199.39041,195.20143,3.6593335,45.043343,7.851841
364.32486,1119.195,420.81018,150.52774,1.280558,15.636073,6.234183
344.53268,906.25525,429.45285,164.73824,4.980839,13.239136,6.490468
215.10739,849.6091,155.76088,79.120056,2.73543,26.837086,2.4190395
271.20517,562.4285,304.36276,127.50576,2.952002,32.334515,3.8209486
218.13991,1211.5616,112.27763,89.68531,3.3509598,29.220442,3.5317428
370.67493,461.71436,231.49944,128.41994,1.94463,31.287045,3.717767
471.71848,1079.3214,384.8042,175.5349,2.2066839,18.905035,7.610205
318.29733,887.50183,261.62833,130.42941,4.403834,14.428242,4.7028766
168.22075,1017.7663,249.6278,86.16298,4.1720257,41.843575,3.3321452
326.766,1077.6826,330.73502,188.90356,4.3957863,28.020012,8.258643
143.24136,1096.7203,71.771576,55.827175,4.491058,48.02954,1.9555129
245.82689,602.6136,389.2864,190.91908,2.2616758,48.11254,7.72579
117.52723,1267.407,219.00285,86.76977,2.5538955,19.914991,3.4230938
254.76477,691.20166,287.5058,97.619865,2.3197918,19.552938,2.897343
243.02817,1496.5275,253.44646,163.55577,3.7549284,41.943626,8.270328
228.89578,587.8371,198.85796,180.21936,3.899431,20.541212,6.1629252
157.45581,1175.1542,402.6026,149.63832,2.2709985,43.654938,7.119772
272.8193,792.4658,160.87045,112.506615,4.8532486,24.798353,3.6869757
194.72789,1199.2806,241.35843,126.09862,4.584609,17.464964,5.1562285
161.96379,757.43896,219.20334,131.54062,1.3095081,41.812042,4.286401
188.04045,532.86426,295.06964,143.31609,1.5805782,18.612436,3.9082944
99.519005,826.3856,114.269714,54.715736,3.3648438,24.357964,1.5199388
131.35602,1380.4579,135.69888,81.080505,4.4808445,17.73857,3.3487697
88.47143,1674.9377,236.02802,87.14381,2.59158,28.194988,4.2025304
167.788,653.0285,258.3556,90.795815,4.3919935,44.223133,2.9459374
331.48505,1148.1244,400.67026,147.2962,1.9709946,36.189125,6.6380734
260.72913,1007.28986,158.55824,146.53644,1.7791703,44.01557,5.754514
207.76093,791.6704,400.60626,149.22232,4.1232066,4.861308,5.0878835
151.81345,860.02765,202.64905,78.14857,2.922082,28.326483,2.4458997
170.65532,1371.9282,284.55966,123.21424,2.112466,34.199463,5.540306
151.50362,1185.5309,156.81053,70.401764,1.4187847,35.35687,2.6333923
428.82663,935.7178,321.7095,190.21504,1.2739576,28.508045,7.6016784
383.32712,905.0753,390.16428,138.1331,3.454837,8.571473,5.21835
199.02026,528.9613,403.3436,144.21623,2.20422,16.055195,4.0993605
242.21245,556.16235,301.05753,120.07703,4.671426,42.736046,3.8773692
491.9015,417.62433,427.8417,189.9406,2.9476955,10.655231,7.1116176
313.4821,737.7844,137.34377,114.51445,3.159545,25.818178,3.6888428
275.1305,780.13196,148.14418,133.33572,4.3723655,41.47186,4.6448507
216.66014,1002.15045,113.3928,98.88509,1.5950983,42.605095,3.482366
187.36067,1227.1903,220.12875,114.29687,2.7066119,13.472505,4.593468
85.15559,1020.97626,83.88781,74.58447,2.448068,28.857014,2.4933646
92.42777,1341.4032,140.89212,52.326523,4.8259916,47.293064,2.1694438
187.22983,1353.1558,204.41533,158.71046,4.8339105,11.156733,7.432975
243.5623,1003.69324,287.96368,127.13765,1.0923631,48.639824,5.332965
358.1107,550.23773,391.027,141.26321,3.3487184,10.045331,4.2768226
382.26935,676.4399,501.12787,198.21507,3.4157507,43.754196,8.733672
397.422,575.06055,225.95233,148.4254,2.823677,26.16415,4.637829
108.992134,839.69684,133.6175,75.1303,1.5108924,23.797167,2.1826887
275.66495,1121.8586,228.36891,183.28574,4.453018,2.4806173,8.238572
148.99939,718.9136,314.40918,119.38538,1.106901,32.975006,3.783077
427.65027,289.36563,453.79926,179.46606,3.295549,18.954863,5.075195
61.614544,1172.1362,98.26474,53.29233,1.7399799,30.669912,1.8654252
319.4617,1187.38,293.48703,182.08888,2.6640506,23.715319,8.071778
295.57898,588.591,256.82764,154.45398,1.3359872,39.291992,4.7687783
100.940674,1265.8842,216.06601,91.33815,4.789538,2.5536377,3.6404376
146.37883,1020.8917,80.985054,78.3493,2.0875657,8.36366,2.7109175
291.20514,955.085,267.68823,176.14467,1.8323141,23.37689,6.821844
384.611,933.2259,154.30933,145.65729,2.6072073,31.929535,5.7366457
352.17038,1223.8971,398.11395,177.83582,2.875824,37.87443,8.552946
160.68762,1108.3154,330.18826,116.84076,3.2363892,13.062483,4.493294
198.35558,748.9374,106.59047,72.1339,2.570862,9.506455,2.0361304
422.80957,511.52017,433.91272,145.86104,3.3316722,7.3948836,4.4711003
296.40735,1331.7944,142.70848,102.638466,2.984532,46.553333,4.5387387
144.23979,1291.5541,220.61697,133.13208,1.0518659,33.771317,5.656101
256.71152,910.3957,115.8769,95.99081,3.6698644,14.860896,3.280426
338.06442,605.5791,387.90378,149.66628,3.3286016,19.28659,4.8128366
165.41649,1235.9075,96.050766,81.4089,1.4868993,44.647686,3.1606379
542.61725,878.60693,390.75864,198.11324,2.7737575,28.679747,8.345443
387.15012,1234.3655,297.68018,194.32314,3.999301,36.95383,9.345808
445.85498,379.92813,408.51862,192.01874,2.3106165,6.417479,10.749053
529.52216,997.51904,377.11227,187.73141,2.168051,8.35048,7.9670105
301.53662,835.8625,370.26685,134.50327,4.2083426,26.332674,4.9480767
493.1216,1150.6168,187.3233,186.71176,4.8919625,21.975018,9.317908
364.38092,1209.2014,312.3199,144.0973,1.1639656,25.487799,6.146777
180.26503,1387.0753,185.63953,173.4891,4.608632,4.995466,8.854128
226.86653,1018.03125,197.63335,135.21304,3.4164588,24.625118,5.1261387
231.20937,962.8421,278.13998,107.351234,4.576258,47.598534,4.4357657
118.43239,1631.7554,95.591965,78.995705,4.7493567,44.43168,3.6823878
70.43549,1423.5747,80.77904,50.563885,1.2634861,21.095802,2.0170808
190.02518,1396.294,208.59984,172.21104,2.6250775,4.4351063,8.330204
326.4592,831.64435,252.70735,179.17624,4.636519,24.23983,6.8584347
218.31279,1119.4463,113.330605,102.86876,4.259515,42.104,3.986759
325.15955,646.20776,227.62148,158.91475,2.6811924,2.6966963,5.173163
542.8898,244.64545,374.19553,189.78134,2.907216,40.78929,6.004652
260.7926,532.96405,245.00697,93.799736,3.1638327,49.557327,3.03857
230.40613,1446.8643,138.19934,111.40348,4.5712075,16.651651,5.1215467
189.53215,1130.0565,190.12306,127.25869,3.657176,46.932384,5.2414937
262.93777,1258.8141,277.4028,110.71617,4.347132,12.037739,4.6811914
209.2924,1421.4509,183.2543,92.0377,1.1672832,14.307236,3.9319003
222.50511,1326.1449,156.56013,136.98483,1.647888,18.82502,6.041537
429.41202,1001.1087,266.65552,169.07146,4.4300036,17.34406,7.0767565
136.16687,1001.3636,115.74313,50.98048,1.8618506,4.7874327,1.6100276
87.726654,1154.0537,156.54732,68.48859,4.046245,38.965084,2.5422378
449.90494,701.5485,253.41278,186.50845,4.0799274,8.311426,7.0155716
279.38403,557.1219,294.8576,148.91725,1.3072369,40.62021,4.6014776
210.80954,845.96216,190.82755,75.25459,2.9422746,28.297281,2.3657053
480.9968,395.28107,539.44366,179.8336,3.7245991,40.40686,7.07244
489.38013,428.78998,389.99838,168.25775,4.9573402,47.2296,6.607487
204.96053,783.54364,128.44882,93.30894,2.5618627,41.732704,2.8400867
360.03433,812.2795,233.46606,124.69048,1.6108611,42.601498,4.3896255
219.94661,776.3761,168.78851,146.6033,2.0265033,28.721632,4.9543495
226.89476,590.9529,414.58084,160.27837,1.772413,11.01311,4.798715
300.89795,341.30875,378.7976,147.6346,1.2222561,45.12194,4.597855
443.3924,1218.7202,210.76198,173.3218,1.0185105,38.937164,7.84651
505.2054,396.91312,237.20644,188.16573,4.5573587,36.62628,13.817892
154.39246,1142.8972,105.34821,64.026474,4.5063124,10.749752,2.3032308
279.81998,725.1484,422.64355,197.1702,2.878072,39.01187,7.7835813
152.11665,1008.5422,228.12634,77.350105,3.299441,46.628742,3.0150466
179.65831,1447.8237,190.87096,67.23379,1.0286088,18.748564,2.8506498
179.001,968.4346,336.8326,130.0799,1.4644918,37.685867,5.03317
193.3422,750.2672,206.73552,115.41462,2.2231312,33.732727,3.585157
446.0443,317.38687,422.06137,151.8298,4.0173917,20.040949,4.3458896
111.24175,722.70966,310.2604,109.659294,1.8120477,30.5197,3.441219
246.60951,878.5064,227.86067,94.49045,2.9978642,2.935285,3.07427
305.47183,1258.4341,282.77243,197.8643,3.8835833,17.226826,9.301595
101.11472,1495.3346,81.00988,70.29834,2.3178158,47.723335,3.0379505
249.0925,894.8273,285.54742,111.453156,4.0217338,43.57959,4.2985835
101.89215,1229.7997,103.942924,74.08749,4.74045,11.950799,2.817597
301.05484,563.3882,440.53464,172.87183,4.4055777,23.541101,5.7594066
134.75252,1629.9978,134.85863,86.00147,1.393737,2.4932516,3.9439654
216.53146,1246.5319,209.12805,82.55249,2.3901668,6.032696,3.2252085
160.0829,1291.5302,119.87129,86.16496,1.9576583,26.712654,3.4077618
270.94632,510.71967,263.18536,113.28517,4.4868736,48.551506,3.6733997
143.94417,1522.5837,190.99443,67.131004,1.1318423,19.7095,2.9423974
377.20203,897.17676,432.3174,150.86954,4.77106,22.775885,6.0307918
136.60844,925.32697,139.47273,108.120125,3.7745228,33.719536,3.742341
299.3672,1055.5248,449.82156,150.0677,1.7664391,23.004696,6.17743
382.3269,643.89856,238.10587,146.62102,1.7477434,26.02509,4.6603503
389.42795,357.53653,383.61465,132.748,3.1372545,48.006935,4.9552593
388.94067,957.5068,366.76462,146.3329,4.0291543,30.80338,6.014337
503.22186,758.4246,389.82108,186.00221,3.6784954,12.966897,7.1822467
162.61534,1276.2563,123.34924,111.903275,2.8964915,8.849219,4.7276745
