a,b,c,d,n,t,D
306.025,785.7564,344.24695,175.383,3.1332126,21.042807,6.3631263
303.89124,1086.9926,398.31226,135.24171,2.598627,9.912279,5.4217796
215.35297,932.3594,207.6463,87.93927,3.1241124,7.451475,2.912285
198.26825,1561.0492,140.08023,72.59314,4.5018973,41.878387,3.3673701
516.87225,140.23244,534.0683,198.77614,1.7092515,45.40014,7.4300804
191.04355,1301.2052,288.0572,114.63622,3.795764,30.399254,4.994456
139.6098,986.4816,102.752945,92.35097,3.8360856,29.921087,3.1908352
148.0269,878.28516,204.49374,93.408424,2.672166,24.532179,2.9751725
204.92595,1027.9631,220.21791,172.1238,2.6923559,10.944587,6.9787545
493.0155,913.75806,461.7087,182.44193,4.31272,24.199125,7.8654323
183.66197,1035.1519,105.24171,71.71772,3.0657673,24.472712,2.4618795
466.49915,300.80804,420.30017,174.22101,3.2574372,41.274845,5.9227166
366.44635,1137.8231,245.44699,183.27512,2.555153,40.27149,8.285752
502.3639,579.3143,267.77426,189.47617,3.6772854,41.87668,7.055235
341.10995,719.8244,339.21033,114.24118,3.1259449,44.66244,4.4369445
504.3116,887.13885,203.3345,178.45763,1.823662,1.9327486,7.510481
134.69849,887.6901,199.5725,87.01589,3.5832908,25.113695,2.782604
280.29443,1096.2577,420.77005,184.46394,2.334956,16.948755,7.813065
353.54196,847.17944,174.65295,148.25418,2.7451565,28.116896,5.500039
216.07639,1062.3027,310.73346,167.8565,1.2551177,43.283947,7.0888443
156.6128,1042.8656,202.91411,68.83076,2.6023278,14.339504,2.3552623
307.71048,1171.5336,182.89433,175.01993,3.5436032,49.16421,8.162579
190.77174,1256.664,324.77054,133.69681,3.3766701,37.435425,6.0114517
134.7324,1330.2341,176.6087,70.17674,1.3372934,34.212914,2.8282218
242.75969,1466.4426,182.15588,130.45557,3.2493322,40.99007,6.1772585
480.0182,494.25027,305.13562,172.12962,3.039801,30.408562,5.615392
331.59964,1441.3699,176.62683,121.8461,4.0067725,29.458542,5.738766
485.23074,512.0583,514.14813,182.84196,4.053817,46.65379,8.487757
326.10596,739.13727,186.92981,118.2367,4.875179,46.601555,4.066102
264.15024,643.1541,210.31268,166.8932,4.2064266,19.72251,5.5717154
138.10252,879.94824,70.96288,65.435104,1.4298415,33.075573,1.9653414
112.779045,1731.132,127.25839,106.359245,3.7713456,35.740036,5.349609
253.5776,556.80597,316.62903,126.383545,2.0150719,1.6374421,3.4240365
463.0669,607.9904,260.76157,168.33206,1.0954838,24.195871,5.4208074
162.97006,1171.278,241.60324,87.557205,2.2272415,43.008865,3.6185286
480.97546,1231.5424,220.31757,187.62889,4.795934,27.370476,9.252971
382.04794,310.05545,410.9107,161.13356,1.2916458,21.962965,4.223429
328.19012,1089.0833,259.9505,112.28813,4.508532,28.756435,4.531578
252.51765,524.8746,392.83997,180.32262,4.551321,40.574905,6.3646703
138.57648,1485.589,219.69139,103.94288,1.8757426,2.2742739,4.6118436
431.9605,714.3836,462.7841,180.72441,2.9839242,48.482597,8.784705
424.9705,1104.4745,246.6302,158.95657,3.1231718,13.182607,6.7870665
96.09636,1244.7043,127.78123,65.48577,1.2278206,35.97946,2.4576488
233.96904,1486.633,271.10223,177.7748,1.5947179,48.84573,9.37028
211.57246,1366.4462,177.95215,138.10405,3.9918501,12.277226,6.257459
134.3446,1192.6898,127.66478,69.360916,2.4229846,26.391466,2.549467
256.7364,474.25278,432.08255,177.0456,4.3978443,6.9446287,5.4137297
208.61316,1218.401,342.5859,160.04341,2.9772427,3.7267,6.830418
211.40152,1348.1891,181.67903,99.31991,1.3087789,22.312986,4.1412754
83.468506,1201.9011,147.24573,65.89173,1.2247424,21.930384,2.385674
491.82288,227.59224,470.38144,183.51329,1.3346312,25.258373,4.9426866
106.21541,1100.0177,163.96996,87.479614,2.5144913,41.314457,3.2150583
174.82816,1029.3822,327.55618,159.01443,1.7152978,41.279507,6.611394
469.44775,685.05743,171.82101,171.37622,4.7238917,18.758362,6.7864714
285.2556,945.9016,105.902626,95.09446,1.2980322,10.060475,3.2882483
442.81094,1007.7283,178.06918,150.82507,3.9421353,36.02118,6.301632
229.9365,564.9675,347.7849,150.23352,1.3156292,10.823769,4.242298
109.74162,1315.9106,132.21584,63.239742,4.397974,41.79339,2.538206
351.84128,974.5148,294.90924,128.68965,2.4146647,4.3069077,4.784571
293.92023,1127.7446,372.1285,160.15338,3.4118323,10.016149,6.7186313
128.31628,1358.3516,221.52126,104.89518,1.6495422,15.363847,4.3784385
130.3969,1061.2605,182.27632,68.94274,3.4738033,5.954062,2.3544817
164.18474,1460.0282,237.17116,81.41871,1.2062474,40.381294,3.739762
160.51265,1638.7532,172.82585,127.87457,4.9756217,40.716213,6.474138
300.12823,1153.0085,253.75737,157.6062,3.8411622,46.792393,7.1571007
462.67548,420.30103,222.54619,187.93143,4.984212,13.387319,14.235904
352.7523,405.6292,313.17532,158.70125,4.050104,46.71654,5.242806
387.44366,1050.0321,411.83524,137.31476,2.5482912,36.392784,6.0974054
440.71512,608.5826,473.2342,198.74966,4.259218,32.334503,7.653581
458.38626,118.74693,490.42725,179.01967,1.6531436,36.806133,5.076182
259.062,1239.0897,300.44165,122.641106,1.7025937,10.345781,5.043145
96.35499,766.8278,169.23161,72.60626,1.9427185,15.869849,2.008595
258.75552,646.7452,537.17456,198.4278,2.497916,27.071728,7.2650986
205.14049,868.3297,205.52936,105.11981,2.1855292,41.958706,3.5599077
126.17639,1436.0651,292.95554,118.864914,4.7182946,49.53017,6.1988673
95.31777,1570.336,154.6771,56.177612,1.689222,42.99644,2.6018224
185.98874,1017.57294,293.5911,125.46471,4.54394,45.738968,5.243834
300.1949,1052.0018,246.40573,114.96406,2.464947,23.724977,4.3830824
242.19719,1268.291,209.39378,114.37735,2.6479511,23.670979,4.7664647
188.11896,965.1049,195.89003,162.91135,2.9798439,10.474208,6.3678737
210.89012,997.8559,143.44275,70.89656,4.942885,5.964832,2.410469
199.38832,891.84515,242.00262,199.1638,1.6081748,30.873056,7.79581
303.46902,998.99756,307.64478,136.94533,4.287633,3.6977232,5.244151
185.77362,930.9922,192.29019,69.29808,1.2717134,6.7064996,2.1813028
411.89337,608.0031,413.7398,159.08897,2.9228382,35.137905,5.7375817
147.44942,843.8925,339.41586,116.11665,2.357401,14.735012,3.8135273
241.62195,1323.9822,423.24536,173.3253,1.8767465,36.803036,8.457869
199.59157,922.05835,332.0315,185.99161,2.3874195,18.425917,7.1315465
313.79785,1269.4714,395.8548,195.59341,4.2260237,15.381543,9.2159195
406.5105,638.0271,305.92413,162.45045,4.2827296,40.865917,5.9072437
503.5232,695.7062,356.53583,197.63145,4.046891,42.87745,8.229587
221.87779,630.7135,346.2433,152.38712,2.494384,37.927097,5.096601
130.01984,1615.7379,128.75389,119.269936,2.1509178,35.67156,5.8170643
266.07495,385.1417,358.7628,123.03538,3.1904013,32.251823,3.3654566
249.55698,799.5107,221.13966,92.2989,2.6476927,5.7581778,2.8303137
215.69522,1109.2622,117.2016,96.1691,3.3116806,5.595286,3.678148
145.53299,1457.1362,202.38129,103.21755,4.502569,1.7429221,4.569294
317.00946,739.7132,190.2856,135.9564,2.3815398,20.928238,4.464395
162.69725,1371.1522,167.43161,91.18944,1.1756831,41.641136,3.8673022
359.95914,415.16953,476.71973,162.4225,3.4901323,25.139778,4.9836364
569.6312,572.1154,286.64536,198.25275,3.5685756,38.60958,7.512398
291.99594,924.0659,242.38423,105.8838,3.7953753,5.1030545,3.692156
420.78766,484.64532,465.0761,196.74031,2.186819,12.864273,6.2560735
129.03645,1450.7473,179.75093,97.13061,1.8809501,1.2031811,4.1897273
327.8135,1190.8491,357.56747,196.51204,4.7605577,44.849472,9.856406
277.66144,599.85864,358.17783,149.97568,4.625912,26.92307,4.864692
197.90091,687.8802,154.84308,144.47693,3.6123393,15.596252,4.838093
348.96518,951.99677,196.91254,178.96481,1.5173115,3.3588915,7.5185575
557.79425,1029.0165,356.00293,189.37003,3.3471909,27.590635,8.481617
342.2495,533.44415,362.09055,155.9788,2.8410246,24.657969,4.8050823
283.91635,1478.7776,198.47078,106.5209,4.601861,7.0178165,4.931997
252.5775,1156.4305,118.66226,95.40642,2.6051624,5.9006386,3.7261288
109.09002,847.06366,86.01915,68.7088,2.2199066,26.708275,2.0211022
533.22156,294.56357,299.43518,184.70946,1.2254211,42.983486,5.8150387
264.47235,1444.828,286.83734,143.0693,1.8971399,24.59012,6.654086
386.6116,1181.2793,383.3661,161.35199,1.2339257,16.825888,6.943362
310.25052,1170.6082,453.53452,157.24567,4.378492,41.559532,7.8767586
232.1301,1315.1003,183.15825,105.29353,4.78782,3.3071644,4.4684253
122.977005,776.20337,180.9003,88.99316,4.0864425,17.38964,2.598857
149.59224,1496.092,203.28369,97.55102,2.6954663,38.089436,4.469752
318.99472,922.3714,290.20996,140.41208,2.0785685,4.5553226,5.0763955
220.34485,1219.3846,120.083755,94.253845,2.358094,2.3711162,3.7477875
271.6994,529.32764,378.14743,178.62665,2.806467,15.667058,5.447321
305.7607,447.04395,289.78397,150.07732,4.828375,38.9628,4.7269864
224.07935,1192.5524,196.83318,188.25912,4.0600667,27.934235,8.801755
133.4832,1213.6433,314.81055,109.091644,3.4402087,11.607683,4.3730545
432.20193,447.90576,439.38248,192.06158,1.4161096,19.961075,5.992113
114.76676,1583.4463,233.11569,112.59418,4.3519306,40.6453,5.5425415
312.21005,669.0985,360.10855,127.68966,3.202083,26.569984,4.197294
77.629555,1369.7788,149.43454,50.083534,1.9616797,48.174465,2.1593316
453.74646,620.051,370.0132,194.40782,1.4763906,45.545357,7.6574855
514.1841,602.11804,417.44382,181.13223,3.4204438,26.991331,6.6058216
247.52367,1415.5424,207.26942,98.072426,4.1577263,31.195835,4.4104214
179.94366,822.1913,293.22903,175.55766,4.8005815,18.872274,6.4573064
276.71036,781.5999,397.04514,149.0175,4.378437,17.415287,5.2896404
208.15381,1089.2322,264.5579,148.54652,4.113782,25.063314,5.9832807
230.1076,1150.932,269.48288,96.86873,3.966554,19.400463,3.8160625
323.08295,1229.5854,216.04453,137.62694,3.491973,35.158558,6.012525
342.72366,1295.004,317.60703,115.47383,3.7083652,3.4792202,5.050162
389.23642,640.09705,306.25577,131.83218,2.71319,5.1301427,4.108024
352.622,944.08594,128.38,119.87525,1.1952459,26.54922,4.3504553
132.31656,1583.3062,281.4516,126.38089,2.5310931,2.6909597,5.993044
185.40176,1360.7697,277.87756,104.82549,3.1553574,46.514668,5.060141
180.65573,1035.2261,131.02133,130.2828,2.4487233,23.49096,5.0558543
213.7272,432.44522,399.47824,140.43182,4.8244853,34.740597,4.2520237
522.78986,227.35371,321.4499,186.2751,4.999616,39.362343,5.73907
130.65616,881.19995,202.82141,97.14609,3.4799082,43.763428,3.3232112
367.47733,772.43524,412.74283,148.62883,3.379039,48.567818,6.980767
154.43077,1275.0934,159.16344,111.93588,4.875923,49.67794,4.870649
109.85866,1091.2671,77.35975,71.85308,2.0275724,5.508478,2.5344095
192.22054,839.5254,149.52403,133.29123,1.0599691,45.170845,4.5423336
230.12071,690.3786,241.71121,194.75955,2.4210496,39.440254,7.002322
385.4812,659.68445,341.47415,159.50192,3.843406,9.935988,5.3611555
243.29987,509.6554,475.11182,158.85297,3.8846097,42.896614,6.0982704
285.7857,728.4262,224.53429,166.48563,1.0624195,34.55908,5.615825
127.80379,1258.1522,285.44342,106.530716,3.2174475,45.922916,4.9101324
171.24568,1526.1797,119.22403,89.16978,3.7478912,3.1287448,4.04544
230.34679,679.3585,198.0464,88.29172,3.1716783,12.561982,2.4606493
80.18051,1542.41,143.83022,66.187935,2.918027,44.359795,2.9914706
205.98416,908.99207,339.18958,152.58191,4.9905896,8.622782,5.6261244
85.8355,856.48364,102.67177,68.748604,2.3517444,24.877121,2.0189724
360.5596,1018.56903,262.7368,127.5732,3.3982797,8.632926,4.929041
269.24573,880.62695,563.73553,199.64009,2.3230762,24.629072,8.208987
205.2274,1033.3978,142.32117,120.46951,2.1520967,6.282635,4.536233
298.58832,1038.4326,216.64658,155.46004,4.8540864,36.05025,6.3968883
443.0585,857.97003,171.02393,165.05344,4.91409,11.299153,6.8998766
439.3741,962.0365,214.28935,181.57545,1.4789124,10.000607,7.5264764
188.67104,1345.9044,268.8448,169.61696,4.6497273,31.765509,7.9760003
392.3912,675.41235,310.44458,137.35243,1.7617476,17.701862,4.3924913
315.15143,198.05292,492.53528,165.35283,4.5252256,9.845128,4.0050616
111.48614,794.5181,102.426216,72.040825,1.330797,37.822117,2.0368762
250.92287,639.1152,515.9473,173.78943,2.933543,34.58598,6.540966
184.9083,1035.6837,162.6297,138.24097,4.402226,14.442373,5.4055996
425.03687,681.25024,259.1039,193.4554,2.6825624,2.534894,7.224764
181.58058,1488.54,205.3585,147.25043,4.7000856,8.910539,7.0766892
90.05546,1479.3975,141.12663,88.35112,3.8689463,48.35091,4.009159
239.18001,1325.5331,177.41643,96.02386,2.715755,35.78328,4.0828514
78.52873,1666.4005,189.74864,65.389885,3.7108583,42.06005,3.233003
253.7191,636.2866,525.7213,178.50563,4.3986406,45.61631,8.170548
226.44725,1264.1301,185.61644,132.55438,2.044665,14.4161415,5.599719
408.66986,1155.3153,434.61166,156.3786,1.0554719,34.151764,7.09139
211.08774,758.6031,202.99402,138.63647,4.57423,49.549202,4.993263
152.32648,956.55334,226.9603,134.15524,1.085439,47.784447,5.105296
367.00107,568.76587,352.80917,171.71204,3.7118647,2.0883193,5.506221
361.60828,913.65857,533.3195,195.37366,1.6959023,44.325417,9.705462
125.25895,835.4879,228.93944,112.88371,2.9168916,4.5192633,3.5724707
470.09338,289.7371,256.47455,157.71039,2.211919,12.827255,4.8658614
162.95323,1405.1447,244.25862,115.07591,1.0749989,30.9503,5.066436
312.24896,1122.1904,151.33844,142.93124,3.7765667,7.0091386,6.1969714
263.8662,1257.1577,276.96085,193.51581,1.6803075,22.502192,8.807939
195.44342,791.9754,290.2016,145.49231,3.5979652,1.6638167,4.8792605
279.21674,1499.1376,146.0437,134.73987,4.3230805,4.1501026,6.7761016
319.7346,958.5694,235.31004,126.25837,3.1514919,33.574463,4.744937
287.5071,715.46515,278.6335,98.23507,4.9862466,46.82287,3.6467443
481.34058,826.7612,457.6331,165.7833,1.2639681,18.69343,6.306407
214.63742,927.19934,122.12052,96.209236,2.2070148,30.41941,3.2069478
274.4293,1244.873,315.99118,125.744736,2.878962,42.655975,5.8156567
550.01685,125.71504,512.20685,186.53894,1.688563,19.73528,12.518852
258.1912,596.0292,312.3535,180.04692,4.5965633,16.725199,5.8568316
294.81003,505.164,268.67136,114.42497,1.100578,21.79604,2.9537363
350.95627,663.88727,400.4112,150.21848,4.013778,23.678646,5.1638265
231.4473,1593.8511,154.55219,132.82104,1.1513743,39.85184,6.5478873
277.2408,649.58624,391.36923,150.85037,4.9327664,33.386723,5.278604
100.73964,1158.9838,231.9951,86.98546,4.821876,39.826866,3.5027678
199.51556,1314.1995,337.18613,199.10582,2.9857092,35.917263,9.594595
216.80602,1028.3849,176.68999,167.12251,4.1839476,41.637646,6.9965916
221.19568,1099.5616,231.3812,144.84708,3.8923278,13.884908,5.7903104
582.4118,363.54794,299.13608,198.31152,4.854449,47.231857,9.651109
442.0465,705.51416,299.7279,169.29588,2.1550665,25.787039,5.967988
450.9638,659.88916,476.83463,168.47209,2.4669774,8.079816,5.868229
263.99225,1247.0094,162.95836,144.46974,3.6631255,49.05056,6.588954
224.13126,1008.22705,226.76471,134.72601,1.5085269,10.106185,4.924974
146.10323,1370.7924,276.80963,94.14127,1.6337978,27.46049,4.0614414
391.33093,1151.8057,175.05446,154.77017,3.186194,30.3598,6.813667
367.5741,465.32593,471.7142,187.56892,3.8133924,38.097164,6.7450323
155.14812,869.537,163.43408,68.25871,1.9748889,45.46455,2.2232127
101.18757,1345.224,145.18233,67.33366,3.9431894,36.284355,2.7258143
140.97395,1271.2495,113.803444,69.28777,2.5228136,13.2562,2.6606076
278.72366,1324.7949,286.4342,144.86938,1.2607664,32.24899,6.469414
451.44498,737.1875,347.86316,164.10928,1.2639512,35.954617,6.001449
407.44458,1198.6613,305.1177,146.15256,1.4910764,3.8410354,6.206517
209.2259,637.7839,336.1934,137.87434,2.8364937,37.626404,4.535341
193.73152,945.7037,151.19063,93.838844,3.41434,36.61801,3.1813
328.33426,1047.2324,248.60689,153.75418,3.0983357,3.3820388,6.1825075
384.55505,468.77423,208.32268,169.73883,3.788291,17.334906,7.4359956
217.0651,1059.8247,358.8774,128.8205,1.9549876,45.012768,5.7351575
342.869,565.0286,294.8442,120.590256,4.962917,4.017988,3.5287988
340.50577,949.03564,515.93604,179.17564,2.7408223,8.613736,7.21557
204.84482,592.69196,466.78168,196.8144,4.1565113,13.616114,6.5626836
178.37245,646.195,209.44269,167.81337,2.2242033,13.666504,5.414771
442.901,443.57645,255.74995,197.61368,4.725798,23.599728,9.78458
156.03911,1120.729,96.66057,65.52738,4.572522,26.611084,2.3363695
73.57245,1694.1846,129.47673,67.71694,1.0011033,25.008642,3.1539242
127.38478,1097.3436,176.46712,94.39668,2.4627059,39.421112,3.4998379
577.36774,1143.2933,266.38806,196.27039,4.762964,3.2012467,9.628167
303.43628,590.0239,127.37752,114.775925,1.7250323,24.837015,3.272406
473.7506,850.24554,419.74106,160.288,2.549882,17.552599,6.233684
210.87886,1324.2981,162.49495,119.69931,1.8994168,41.00906,5.1472926
302.4428,876.84143,213.0057,122.314316,3.80008,23.122053,4.304998
395.12048,549.02045,386.9331,150.13873,3.9259677,6.484328,4.666195
454.57724,347.31226,386.965,162.64781,1.2976459,14.28532,7.5845704
109.135895,999.57495,155.26062,105.228165,4.823792,16.617123,3.7645957
438.47488,620.6173,438.88336,178.4215,4.1647563,45.391617,7.623235
231.6919,1618.997,139.01546,123.15221,2.563337,19.721712,6.1063833
465.67157,334.3206,390.29095,175.45966,3.3244412,44.672443,6.1338606
506.8819,456.2711,453.37927,177.46315,4.930153,35.935265,6.442904
207.99507,1443.5686,168.06288,126.50865,2.3886964,33.754536,5.7816167
196.15913,1264.951,201.64142,98.681656,4.100825,25.955267,4.0598683
152.46346,1270.1624,345.6395,117.21347,3.6087978,32.85696,5.203337
189.21121,589.152,303.75873,180.32323,4.83139,41.149475,6.256253
222.42253,668.3917,294.50632,116.5538,2.5986679,40.217182,3.8028324
334.64258,1215.3727,148.30559,113.717964,2.3071256,35.27717,4.7385826
455.16196,1017.4137,517.4194,184.8802,1.0585896,23.738867,7.9294643
326.1613,660.1165,382.4302,184.00294,4.8902493,27.502237,6.5863466
287.04913,1305.7622,262.07825,113.92561,1.4105401,10.25227,4.792035
193.05647,1240.9272,290.80814,127.04549,1.7585069,35.379547,5.41938
140.11832,1589.0023,188.56181,127.64246,1.9242765,26.854706,6.1194954
500.4512,646.869,454.60245,194.93561,2.8129208,34.215225,7.593432
327.7484,1050.7361,355.9689,121.574844,1.2657368,5.071991,4.59589
303.2342,631.0874,485.99982,177.3404,1.6196799,18.152094,5.881338
197.5812,1283.6498,70.53956,68.50089,2.7582183,10.255433,2.7608647
181.87157,818.5164,332.6884,153.41974,1.7143073,19.068617,5.2326274
326.4795,791.294,264.2754,140.8948,3.530652,15.131013,4.8677673
365.53778,759.6554,297.55923,193.57205,4.4349303,22.273197,7.3763585
286.42337,714.78516,508.40796,176.05025,1.1144372,14.498472,6.0062413
142.33318,900.962,230.85114,92.97585,4.6417165,13.964156,3.0182924
527.1912,919.93933,209.04463,188.20613,2.7505095,28.42948,8.199712
267.3462,1446.1663,176.98943,133.24911,1.3215492,48.024937,6.3298697
203.00214,1521.7238,172.18987,79.82712,4.842747,49.34108,3.8579035
197.74603,1210.1067,359.10233,175.94283,2.6427312,30.282976,7.8244376
121.46957,1361.1384,295.49625,98.687675,1.9134,19.799839,4.2019277
190.53279,768.6367,302.01172,158.90034,4.8897586,20.465553,5.5216994
373.4183,650.63306,375.51147,134.24367,2.4978008,19.57746,4.365143
197.7837,1171.561,236.0618,163.86345,2.5223897,16.708832,6.920843
288.43344,533.4354,226.34267,113.88173,4.971774,14.110177,3.1351619
460.30347,731.5316,464.92014,168.84084,2.1004796,47.126923,8.079062
504.0195,619.4101,371.6376,193.36867,2.4311912,30.155268,6.9954424
334.2509,350.0486,422.81732,144.30934,4.677548,42.222656,4.8969703
109.893166,787.0007,160.39424,70.90402,3.314883,1.6936175,1.9957124
330.86768,596.25977,408.62943,166.32368,4.5221033,23.068474,5.587851
488.8616,802.6619,510.06564,199.8141,4.5173388,27.979126,8.530412
145.27956,1364.4268,345.55643,142.52809,3.6047394,18.839449,6.443851
309.18396,1010.0129,392.47687,164.58765,4.182047,25.476904,6.8270283
206.02603,1398.8033,256.2862,94.29842,4.193959,23.835493,4.18356
416.60852,400.17624,349.6111,158.86153,2.2053237,49.809055,5.906282
188.34253,1469.3987,255.15616,144.34618,2.6538541,31.013468,6.7927384
197.00816,756.6415,136.52814,92.52282,4.920974,41.968433,2.8161137
208.15933,1308.9417,105.513824,70.16142,4.1027493,9.980245,2.8358085
263.8633,1334.3091,260.09048,125.893295,2.7662694,31.240023,5.5985317
104.54542,1573.6356,107.865875,63.011345,4.0218897,45.43488,2.8565402
353.04837,705.708,346.81992,172.52132,3.3041425,11.148572,5.9992695
269.01038,640.81,398.9202,191.14693,4.2471094,33.968582,6.8933806
202.69435,861.0773,142.24066,89.34409,2.8685703,18.80817,2.8033845
273.8798,1199.8964,184.28122,126.96626,2.4393046,18.400606,5.2151523
120.39602,1208.2877,144.4333,110.0409,3.5440288,26.875975,4.431633
218.60278,1070.6343,390.70215,145.79349,3.581606,37.46647,6.328108
353.78116,1077.5431,301.10205,148.22153,4.2331557,15.675208,6.124213
277.93524,615.6791,363.66455,129.72092,2.162749,22.291698,3.9543548
111.67485,994.6621,175.22218,87.80155,1.1361072,3.2258408,2.8875866
120.612045,781.17804,248.5199,87.14486,3.5728822,12.265135,2.5564222
276.5195,1575.3436,122.95414,100.2551,1.1109395,5.6164894,4.7336164
145.10382,718.02356,218.78201,99.08286,3.1806397,27.299036,2.9199224
214.23705,906.2336,281.9505,158.46552,2.8061974,9.84959,5.779071
175.75092,1052.4476,256.16016,106.88582,2.1609132,2.3058722,3.852173
503.80685,1050.5054,331.16266,170.31941,1.1598291,14.944528,7.0378747
373.64993,493.61777,296.81973,185.92557,3.6595922,18.83091,5.975253
433.24063,358.5193,372.02606,185.1022,4.8368907,5.699304,12.433578
215.62843,1321.6443,376.7447,158.70586,2.5534794,45.13684,8.07181
131.45042,1702.4382,146.27739,115.23386,3.9048734,35.175106,5.787114
241.31677,1581.4534,131.52504,83.22175,4.04372,45.357014,3.9782288
149.18304,1365.5159,147.99539,61.706837,4.846661,41.084835,2.5918517
144.24805,930.8423,238.45319,143.89357,1.6956921,20.763306,5.105348
274.29007,645.82526,140.40622,118.49827,1.6604953,12.495679,3.54201
291.15674,909.57996,276.78995,120.126144,1.6088451,38.694786,4.4270716
80.94594,868.5083,182.22844,78.52949,3.1393557,10.576606,2.373055
153.26956,722.9275,132.5722,95.413185,1.3808887,38.34503,2.715225
156.74742,944.41254,93.04363,72.068954,3.086743,9.1688385,2.3376913
380.92258,643.32336,173.1173,166.36964,1.0450149,15.138727,5.6707234
142.8244,1023.0699,178.9534,130.75996,3.0948749,13.619923,4.868902
274.73364,269.1565,500.85754,198.08702,1.2064824,11.012039,4.985071
213.76477,969.85046,402.2917,145.57774,1.5881187,39.655052,6.0775228
171.85559,637.0814,263.10117,158.27943,4.587728,47.43068,5.596158
180.71857,1012.15063,464.47614,162.6666,1.0666661,35.39199,6.9557033
153.35922,1441.1852,249.85126,127.19365,4.905694,29.998169,5.904016
83.53592,874.3633,121.78302,52.793655,1.5195282,47.054592,1.5965176
96.32966,1434.0588,117.879395,50.364864,4.209759,13.796976,2.054649
450.4352,310.45123,585.4131,198.26694,2.1690607,41.113766,7.6153874
221.96346,1249.1969,337.003,125.351006,4.493233,34.668232,5.5957565
174.16872,614.31714,325.71902,127.876686,4.76065,6.3510222,3.7258496
213.28452,1047.0902,270.6997,93.90046,3.3721764,12.789275,3.4383173
177.01004,1538.1302,165.72862,83.23849,1.908975,32.754932,3.736042
312.18872,834.8098,305.375,176.05435,4.5967765,36.61547,6.8715615
221.67772,1001.7356,173.51639,128.70387,1.753934,11.634119,4.7204175
186.37479,593.5006,409.02597,168.22508,2.2386143,46.754486,6.51251
170.92723,1026.6964,358.98474,147.40604,1.1602818,14.816026,5.565638
256.60486,826.2389,204.22487,132.63216,2.6950219,27.942066,4.493308
129.43399,1434.3518,351.47983,120.711624,1.1213781,43.1251,6.035943
386.47375,378.54865,402.7845,140.13419,2.6322522,48.45667,5.421538
187.6227,1382.9023,353.00372,118.98772,3.4400864,11.881651,5.298875
200.55989,1244.0121,234.51447,125.085396,3.043936,48.585167,5.602113
220.69551,1378.593,356.913,173.49329,3.419277,24.590446,8.245567
494.71777,560.0147,319.6045,184.3956,3.2460997,46.225063,7.074228
135.40791,1318.8346,94.53389,56.211555,3.9405835,28.224894,2.1983774
367.60037,296.9421,337.26486,135.34113,4.1793766,42.53883,3.9970715
219.55089,1079.3041,291.26508,133.21404,1.8789812,27.23972,5.1923137
151.97704,1304.904,156.10419,58.84138,1.924952,42.16786,2.415133
207.78798,841.55273,286.65918,195.10397,2.5020266,2.6225235,7.3232355
294.28354,1190.3901,180.74397,101.180305,3.4177701,21.158846,4.076127
121.45917,1345.8235,227.0208,95.04287,1.2120562,21.768282,3.9189801
439.31583,443.6343,269.28397,147.16318,3.409461,37.73988,4.784771
264.8645,716.8874,430.4943,173.39713,1.4450369,30.017431,6.1358724
286.98807,1320.0619,318.0061,133.01224,2.6767266,5.6202855,5.8261786
256.41296,1360.4174,249.61317,144.49455,1.3628389,3.845509,6.4074163
139.04895,1430.6724,201.45322,84.26111,1.6423433,27.808273,3.5886831
194.37245,963.25116,130.96286,79.92691,4.5953,39.831425,2.6893425
155.09843,1340.4884,149.2234,90.42719,1.2592897,27.859604,3.6917272
236.9409,685.9613,258.43582,96.8687,2.236455,46.34533,3.2784672
189.99535,1061.8263,469.88098,158.25754,3.509895,40.67494,7.4373336
305.84247,831.6092,293.60464,113.00393,1.4352021,18.027527,3.7343428
232.57436,1351.7407,223.64355,102.554924,2.0274117,13.481535,4.347083
108.443726,888.3479,247.85332,101.41602,2.228426,35.321304,3.4138372
336.98886,1106.6736,274.41138,121.599655,3.018612,49.645653,5.6160884
350.90503,1053.0624,354.89313,134.23637,1.9728798,7.5920444,5.244209
245.8143,1154.3965,258.8053,91.68662,3.3032908,28.461655,3.665626
400.81732,299.9808,354.69913,162.58514,1.9251977,46.20761,5.53047
419.97583,744.3966,204.11809,159.77502,2.7688262,4.406574,5.819697
160.96034,1506.0398,94.19116,59.111835,1.410035,5.7534046,2.5056992
392.5259,396.33173,420.72662,191.66237,1.6103806,26.607971,6.3012233
79.49137,1175.1033,73.05885,72.05413,3.5939994,16.356213,2.7147753
252.68004,1205.1892,316.91638,143.76445,2.9035714,11.692193,6.0353665
181.65765,835.0192,270.90463,116.58636,4.1141224,6.60353,3.7954276
223.72688,1372.3286,306.95596,150.52937,3.29216,32.09417,7.020969
252.56625,465.07104,407.44766,174.54715,2.9615042,25.116041,5.259567
119.22466,1331.1888,98.45743,56.9403,2.7199209,32.564495,2.2287016
196.67642,1204.1923,281.7696,114.041595,3.4551716,41.47293,4.9430375
173.21895,944.2127,153.47426,127.16839,1.6914154,40.095623,4.5191083
186.62064,1123.6259,323.12802,117.439835,3.0403917,4.4739156,4.525216
236.00795,776.80304,231.43272,124.50338,3.4809444,4.3466115,3.9851775
93.13912,736.6261,184.98842,91.71443,3.2866745,8.678842,2.5873196
123.68063,961.4674,192.37772,73.860016,1.4488332,15.66232,2.37056
